R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R23;S24 -> S19 + S111;C6H6N12O12 -> C2H2N4O4 + C4H4N8O8;[O]N(/N=C/[C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])N(N([O])[O])[CH]/C=N/N([O])[O])[O]:[O]N(/N=C/C=N\N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])[O];5.263158e+11;7.986857e+10;1.684532e+12;2
R23*;S19 + S111 -> S24;C2H2N4O4 + C4H4N8O8 -> C6H6N12O12;[O]N(/N=C/C=N\N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])N(N([O])[O])[CH]/C=N/N([O])[O])[O];0.000000e+00;0.000000e+00;3.057678e+11;0
R24;S25 + S128 -> S23;C6H6N12O12 + C6H6N12O12 -> C12H12N24O24;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O],[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H](N(N([O])[O])[CH]/C=N/N([O])[O])/C=N/N([O])[O])N([O])[O])N(N([O])[O])ON([N][C@H]1N(N([O])[O])[C@H]2N([C@H]1N(N([O])[O])[C@H](N([CH]2)N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O];3.011000e+11;1.275560e+10;1.434792e+12;1
R24*;S23 -> S25 + S128;C12H12N24O24 -> C6H6N12O12 + C6H6N12O12;[O]N(/N=C/[C@H](N([C@H](N(N([O])[O])[CH]/C=N/N([O])[O])/C=N/N([O])[O])N([O])[O])N(N([O])[O])ON([N][C@H]1N(N([O])[O])[C@H]2N([C@H]1N(N([O])[O])[C@H](N([CH]2)N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O],[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R25;S25 -> S30;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=C(N2N([O])[O])NN([O])[O])N([O])[O])[O];2.500000e+12;1.059083e+11;1.191292e+13;1
R25*;S30 -> S25;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=C(N2N([O])[O])NN([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;2.858523e+10;0
R26;S26 -> S56;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON([N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])ON(/N=C/[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R26*;S56 -> S26;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])ON(/N=C/[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON([N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;9.985774e+12;0
R27;S27 -> S19 + S113;C6H6N12O12 -> C2H2N4O4 + C4H4N8O8;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/C=N\N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])/C=C\[N]N([O])[O])/C=N/N([O])[O])[O];4.166667e+11;1.765139e+10;1.985487e+12;1
R27*;S19 + S113 -> S27;C2H2N4O4 + C4H4N8O8 -> C6H6N12O12;[O]N(/N=C/C=N\N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])/C=C\[N]N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;5.011194e+11;0
R28;S27 -> S55 + S138;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O;4.166667e+11;1.765139e+10;1.985487e+12;1
R28*;S55 + S138 -> S27;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;3.063389e+09;0
R29;S27 -> S118;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O];4.166667e+11;1.765139e+10;1.985487e+12;1
R29*;S118 -> S27;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;1.576701e+12;0
R30;S27 -> S122;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];4.166667e+11;1.765139e+10;1.985487e+12;1
R30*;S122 -> S27;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;6.642422e+10;0
R31;S28 -> S26;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]([C@H](N1N([O])[O])[N]N([O])[O])N(N([O])[O])/C=C/[N]N(ON([C@H]1[CH]N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON([N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O];1.666667e+12;7.060556e+10;7.941947e+12;1
R31*;S26 -> S28;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON([N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]([C@H](N1N([O])[O])[N]N([O])[O])N(N([O])[O])/C=C/[N]N(ON([C@H]1[CH]N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R32;S29 -> S127;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N(ON([C@H]1N(N([O])[O])[C@H]3[CH]N([C@H]4N([C@H]1N(N([O])[O])[C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N(ON([C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R32*;S127 -> S29;C12H12N24O24 -> C12H12N24O24;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N(ON([C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N(ON([C@H]1N(N([O])[O])[C@H]3[CH]N([C@H]4N([C@H]1N(N([O])[O])[C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;9.985774e+12;0
R33;S31 -> S99;C6H6N10O10 -> C6H6N10O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N([N]/C=C/N([C@H]1[C@H]([N]N([O])[O])N(C=CN1N([O])[O])N([O])[O])N([O])[O])[O];1.102536e+10;4.670709e+08;5.253769e+10;1
R33*;S99 -> S31;C6H6N10O10 -> C6H6N10O10;[O]N([N]/C=C/N([C@H]1[C@H]([N]N([O])[O])N(C=CN1N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R34;S32 -> S123;C6H6N11O10 -> C6H6N11O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O];1.375516e+10;5.827144e+08;6.554564e+10;1
R34*;S123 -> S32;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O];0.000000e+00;0.000000e+00;1.528435e+11;0
R35;S32 -> S125;C6H6N11O10 -> C6H6N11O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O];1.375516e+10;5.827144e+08;6.554564e+10;1
R35*;S125 -> S32;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O];2.415459e+10;1.023269e+09;1.151007e+11;1
R36;S33 -> S126;C12H12N23O22 -> C12H12N23O22;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])ON(N1[C@H]2N(N([O])[O])[C@H]3N=C[C@H]1N([C@H]2N([C@H]3[N]N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3C=N[C@H]1N([C@H]2N3N(ON([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R36*;S126 -> S33;C12H12N23O22 -> C12H12N23O22;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3C=N[C@H]1N([C@H]2N3N(ON([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])ON(N1[C@H]2N(N([O])[O])[C@H]3N=C[C@H]1N([C@H]2N([C@H]3[N]N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R37;S34 -> S3 + S5 + S31 + S138;C12H12N22O22 -> N2O3 + C6H6N9O7 + C6H6N10O10 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])ON(N1C=CN([C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])[O])N([O])[O])[O]:O=NN([O])[O],O=NN1C=C[N][C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N=O;5.000000e+12;2.118167e+11;2.382584e+13;1
R37*;S3 + S5 + S31 + S138 -> S34;N2O3 + C6H6N9O7 + C6H6N10O10 + NO2 -> C12H12N22O22;O=NN([O])[O],O=NN1C=C[N][C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])ON(N1C=CN([C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.076896e+10;0
R38;S35 -> S50 + S137;C13H11N15O18 -> C6H6N12O12 + C7H5N3O6;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])ON(c1cc(cc(c1C)N([O])[O])N([O])[O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O],[O]N(c1cc(N([O])[O])c(c(c1)N([O])[O])C)[O];2.000000e+12;8.472667e+10;9.530336e+12;1
R38*;S50 + S137 -> S35;C6H6N12O12 + C7H5N3O6 -> C13H11N15O18;[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O],[O]N(c1cc(N([O])[O])c(c(c1)N([O])[O])C)[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])ON(c1cc(cc(c1C)N([O])[O])N([O])[O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.352218e+09;0
R39;S36 -> S3 + S31;C6H6N12O13 -> N2O3 + C6H6N10O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])[O])N([O])[O])[O]:O=NN([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];6.666667e+11;2.824222e+10;3.176779e+12;1
R39*;S3 + S31 -> S36;N2O3 + C6H6N10O10 -> C6H6N12O13;O=NN([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([O])[O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.448070e+09;0
R40;S37 + S54 -> S107;C6H6N12O12 + C6H6N10O10 -> C12H12N22O22;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N(ON([C@H]1[CH]N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O];6.929804e+09;2.935696e+08;3.302168e+10;1
R40*;S107 -> S37 + S54;C12H12N22O22 -> C6H6N12O12 + C6H6N10O10;[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N(ON([C@H]1[CH]N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R41;S37 + S137 -> S49;C6H6N12O12 + C7H5N3O6 -> C13H11N15O18;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(c1cc(N([O])[O])c(c(c1)N([O])[O])C)[O]:[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON(c1cc(cc(c1C)N([O])[O])N([O])[O])[O])[O];6.565635e+07;2.781422e+06;3.128635e+08;1
R41*;S49 -> S37 + S137;C13H11N15O18 -> C6H6N12O12 + C7H5N3O6;[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N(N([O])[O])ON(c1cc(cc(c1C)N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(c1cc(N([O])[O])c(c(c1)N([O])[O])C)[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R42;S37 -> S25;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];1.547988e+10;6.557792e+08;7.376421e+10;1
R42*;S25 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;7.489331e+12;0
R43;S37 -> S30;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=C(N2N([O])[O])NN([O])[O])N([O])[O])[O];1.547988e+10;6.557792e+08;7.376421e+10;1
R43*;S30 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=C(N2N([O])[O])NN([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.858523e+10;0
R44;S37 -> S32 + S138;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O;3.095975e+10;4.698151e+09;9.909012e+10;2
R44*;S32 + S138 -> S37;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.833737e+09;0
R45;S37 -> S50;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];1.547988e+10;6.557792e+08;7.376421e+10;1
R45*;S50 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];5.000000e+11;2.118167e+10;2.382584e+12;1
R46;S37 -> S64;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];1.547988e+10;6.557792e+08;7.376421e+10;1
R46*;S64 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.160739e+11;0
R47;S37 -> S121;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O];1.547988e+10;6.557792e+08;7.376421e+10;1
R47*;S121 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.109671e+11;0
R48;S38 + S138 -> S30;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])[N]C=C(N2N([O])[O])NN([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=C(N2N([O])[O])NN([O])[O])N([O])[O])[O];6.022000e+11;2.551120e+10;2.869584e+12;1
