# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C6N12O12	
221000        608         57	 191	 1	 174	 1	 1	 11	 82	 14	 4	 2	 5	 2	 2	 1	 1	 1	 4	 1	 5	 8	 9	 1	 2	 4	 1	 1	 19	 4	 2	 1	 1	 2	 1	 1	 2	 2	 1	 3	 1	 7	 5	 4	 1	 2	 2	 1	 3	 1	 1	 1	 2	 1	 1	 3	 1	 2	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H5C7N2O4	NO2	H3C3NO2	H2C3NO2	CNO2	H3C4N6O3	H	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H6C6N8O4	H3C3N5O4	H5C6N8O4	H4C4N4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N4O2	H4C4N4O2	HNO2	H4C4N5O3	NO3	H2C2N5O4	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H5C5N5O2	H6C6N11O10	HC2N3O2	H3C2N2	NO	H4C4N3O2	H5C5N6O4	HCN2	H6C6N12O12	HC2N4O3	HNO	H6C6N8O5	N2O2	H2C2N3O	HO	
222000        615         60	 189	 1	 1	 1	 179	 1	 1	 1	 1	 2	 11	 83	 14	 4	 1	 5	 1	 2	 1	 1	 1	 4	 1	 5	 2	 9	 1	 2	 4	 8	 19	 4	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 2	 2	 2	 2	 1	 3	 1	 3	 1	 1	 1	 1	 3	 1	 2	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H4C5N2O4	HC2NO2	H5C7N2O4	NO2	H4C4N6O3	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H6C6N8O4	H3C3N5O4	H5C6N8O4	H	H4C4N4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H5C5N5O2	H6C6N11O10	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H6C6N12O12	HC2N4O3	HNO	H6C6N8O5	N2O2	
223000        615         58	 189	 1	 1	 1	 1	 1	 179	 1	 11	 83	 14	 4	 2	 5	 1	 2	 1	 1	 1	 1	 3	 1	 5	 8	 9	 4	 2	 2	 4	 2	 20	 3	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 2	 2	 1	 2	 1	 1	 3	 1	 3	 2	 1	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C6N3O6	HC	H4C4N6O3	NO2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H6C6N8O4	H3C3N5O4	H5C6N8O4	H	H4C4N4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H5C5N5O2	H6C6N11O10	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H6C6N12O12	HC2N4O3	HNO	H6C6N8O5	N2O2	
224000        615         57	 189	 1	 1	 2	 2	 1	 178	 11	 83	 14	 4	 2	 5	 1	 2	 1	 1	 1	 1	 3	 1	 5	 8	 9	 4	 2	 2	 4	 2	 20	 3	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 2	 2	 1	 2	 1	 1	 3	 1	 3	 2	 1	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C2	H2C5N3O6	H4C4N6O3	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H6C6N8O4	HCN3O2	H2C2N2O2	H3C3N5O4	H5C6N8O4	H	H4C4N4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N5O2	HN3O2	N2O2	H4C4N5O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H4C4N3O2	HCN2	H6C6N11O10	HC2N3O2	H3C2N2	H5C5N6O4	H2C2N3O	H6C6N12O12	HC2N4O3	HNO	H6C6N8O5	H5C5N5O2	
225000        619         57	 190	 1	 181	 1	 1	 1	 11	 82	 13	 4	 2	 5	 1	 1	 2	 1	 1	 1	 1	 1	 3	 1	 5	 8	 10	 4	 2	 2	 4	 2	 21	 3	 2	 1	 1	 2	 2	 2	 2	 1	 3	 1	 7	 5	 2	 2	 2	 1	 2	 1	 3	 3	 2	 1	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C4N2O4	H2C3NO2	H4C4NO2	HC3N2O4	H7C9N6O8	H4C4N6O3	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H6C6N8O4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H2C2N5O5	H5C5N5O2	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H4C4N8O8	HC2N4O3	HNO	H6C6N8O5	N2O2	H6C6N12O12	
226000        621         58	 187	 2	 186	 1	 1	 1	 1	 1	 1	 11	 82	 13	 3	 2	 5	 2	 2	 1	 1	 3	 1	 5	 9	 10	 3	 2	 2	 4	 2	 21	 3	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 3	 1	 2	 2	 1	 1	 3	 1	 3	 1	 1	 1	 3	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H5C7N2O4	NO2	H4C4N5O2	NO	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H6C6N8O4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H2C2N5O5	H5C5N5O2	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H4C4N8O8	HC2N4O3	HNO	H6C6N8O5	H6C6N7O4	N2O2	H6C6N12O12	H3C4N3	H	
227000        625         57	 189	 2	 2	 1	 186	 3	 5	 11	 83	 12	 3	 2	 4	 2	 2	 1	 1	 2	 1	 5	 9	 11	 2	 2	 4	 2	 21	 3	 2	 1	 1	 1	 2	 2	 1	 3	 1	 7	 5	 3	 1	 2	 2	 1	 1	 3	 1	 4	 1	 1	 1	 2	 1	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H5C7N2O4	NO2	H4C4N6O3	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H6C6N8O4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H6C6N9O6	H2C2N5O5	H2C2N5O3	O	H5C5N5O2	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H4C4N8O8	HC2N4O3	HNO	H6C6N8O5	N2O2	H6C6N12O12	
228000        621         57	 190	 1	 1	 1	 185	 1	 11	 83	 12	 3	 2	 5	 2	 2	 1	 1	 3	 1	 5	 8	 11	 3	 2	 2	 4	 2	 21	 3	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 3	 1	 1	 1	 2	 2	 1	 1	 3	 1	 3	 1	 1	 1	 3	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C5N2O4	HC2NO2	H4C4N6O3	NO2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H6C6N8O4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H5C6N9O6	H	H2C2N5O5	H5C5N5O2	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	H2C2N3O	H4C4N8O8	HC2N4O3	HNO	H6C6N9O6	H6C6N8O5	N2O2	H6C6N12O12	H4C4N3O	
229000        625         59	 190	 1	 1	 1	 1	 1	 187	 11	 82	 12	 2	 2	 5	 2	 2	 1	 1	 2	 1	 5	 11	 11	 3	 2	 2	 4	 2	 22	 3	 2	 1	 1	 2	 1	 2	 2	 1	 3	 1	 7	 5	 1	 1	 1	 2	 2	 1	 1	 3	 1	 4	 1	 1	 1	 2	 2	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H4C4N6O3	NO2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H5C5N5O2	HCN3O2	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	H2C2N4O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N6O2	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	HCN	H2C2N3O3	HCN4O4	H4C4N6O4	H5C6N9O6	H5C4N5O3	H2C2N5O5	HC2N3O2	H3C2N2	H4C4N3O2	H5C5N6O4	HCN2	HCN2O	H2C2N3O	H4C4N8O8	HNO	H6C6N9O6	H6C6N8O5	N2O2	H6C6N11O10	H4C4N3O	
230000        628         57	 191	 1	 1	 1	 189	 11	 83	 12	 2	 1	 5	 2	 2	 3	 1	 1	 2	 1	 5	 11	 11	 4	 2	 1	 4	 2	 21	 3	 2	 1	 1	 2	 1	 2	 2	 1	 4	 1	 7	 6	 1	 1	 1	 3	 1	 1	 3	 1	 1	 3	 1	 1	 2	 2	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H4C4NO2	HC3N2O4	H4C4N6O3	NO2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H6C6N8O4	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	HCN	HCN3O2	H2C2N3O2	H6C6N10O8	H2C2N2	H5C6N6O2	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	H2C2N3O3	HCN4O4	H4C4N6O4	H5C6N9O6	H5C4N5O3	H2C2N5O5	HC2N4O4	HN	H5C5N5O2	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	N2O2	H5C5N6O4	HCN2	H2C2N3O	H4C4N8O8	HC2N4O3	HNO	H6C6N9O6	H6C6N8O5	H6C6N11O10	H4C4N3O	
231000        631         62	 190	 1	 1	 1	 1	 1	 191	 11	 81	 12	 3	 1	 6	 3	 2	 1	 1	 2	 1	 5	 9	 10	 3	 2	 1	 4	 4	 1	 22	 3	 2	 1	 1	 1	 2	 2	 2	 1	 1	 7	 6	 1	 1	 1	 1	 1	 2	 2	 1	 1	 1	 2	 3	 1	 4	 1	 1	 1	 2	 2	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C4N6O3	NO2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HN2O	H3C4N4	H	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	HCN	HCN3O2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N6O2	HN3O2	H3C4N5O2	H2C2N2O2	H4C4N2	N2	H2C2N3O3	HCN4O4	O	H5C6N9O6	H5C4N5O3	H2C2N5O5	H5C5N5O2	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	HCN2	H2C2N3O	HC2N4O3	HNO	H4C4N6O4	H6C6N8O5	N2O2	H4C4N3O	
232000        635         59	 191	 1	 1	 2	 191	 11	 86	 12	 3	 3	 6	 2	 2	 1	 1	 1	 2	 1	 2	 1	 5	 10	 10	 3	 2	 1	 4	 4	 1	 21	 3	 2	 1	 1	 2	 1	 2	 2	 1	 8	 1	 1	 1	 1	 3	 1	 2	 1	 1	 1	 3	 1	 4	 1	 1	 4	 2	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H5C7N2O4	NO2	H4C4NO2	HC3N2O4	H4C4N6O3	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HN2O	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	HO	H4C4N5O3	NO3	HCN	HCN3O2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H2C2N5O5	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	HCN2	H2C2N3O	HC2N4O3	HNO	H4C4N6O4	H	H6C6N8O5	N2O2	H5C5N5O2	H4C4N3O	
233000        639         64	 189	 1	 1	 1	 195	 1	 1	 1	 11	 85	 12	 3	 2	 6	 3	 2	 1	 1	 1	 2	 1	 5	 10	 10	 3	 2	 1	 4	 4	 2	 22	 2	 2	 1	 1	 1	 1	 2	 2	 1	 1	 7	 1	 1	 1	 1	 1	 1	 2	 3	 1	 1	 1	 2	 1	 4	 1	 1	 4	 1	 2	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H9C14N6O12	H	H4C4NO2	HC3N2O4	H4C4N4O3	NO2	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N7O6	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N7O4	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N6O2	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N7O5	H5C4N5O3	H2C2N5O5	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	HC2N5O4	HC2N4O3	HNO	H4C4N6O4	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	HCN3O2	
234000        647         62	 189	 1	 2	 1	 1	 1	 199	 4	 11	 85	 11	 3	 2	 6	 3	 2	 1	 3	 1	 2	 1	 6	 9	 11	 5	 1	 4	 4	 2	 23	 2	 3	 1	 1	 1	 1	 3	 1	 1	 7	 1	 1	 1	 1	 1	 1	 2	 2	 1	 1	 1	 2	 3	 1	 1	 1	 4	 1	 1	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H5C7N2O4	NO2	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H3C4N4	H	H6C6N7O4	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H4C4N7O6	HCN3O2	
235000        651         61	 190	 1	 1	 1	 204	 1	 4	 11	 83	 10	 3	 5	 6	 2	 2	 1	 3	 1	 1	 1	 3	 1	 5	 10	 12	 4	 1	 4	 4	 2	 25	 2	 2	 1	 1	 1	 1	 3	 1	 1	 8	 1	 1	 1	 1	 1	 1	 2	 1	 1	 1	 3	 4	 1	 1	 1	 1	 1	 3	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C4NO2	HC3N2O4	H10C14N5O10	H5C6N2O4	CNO2	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H3C2N4O4	H4C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	HC2N5O4	H	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H4C4N7O6	H4C4N3O	HCN3O2	
236000        653         66	 185	 3	 208	 1	 1	 1	 1	 1	 1	 4	 11	 81	 10	 3	 5	 6	 3	 2	 1	 3	 1	 3	 1	 5	 9	 12	 3	 1	 4	 4	 2	 25	 2	 3	 1	 1	 1	 1	 2	 1	 1	 7	 1	 1	 1	 1	 1	 1	 2	 2	 1	 1	 1	 2	 4	 1	 1	 1	 1	 1	 1	 1	 3	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C4NO2	HC3N2O4	H5C7N2O4	NO2	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H2C2N2	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	HC2N5O4	H	H5C5N6O4	H2C2N3O	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H4C4N7O6	H4C4N3O	HCN3O2	
237000        657         64	 188	 1	 1	 2	 2	 1	 210	 1	 4	 11	 79	 10	 3	 5	 6	 3	 2	 1	 3	 1	 3	 1	 5	 8	 12	 3	 1	 4	 4	 2	 28	 2	 3	 1	 1	 1	 1	 2	 1	 1	 6	 1	 1	 1	 1	 1	 2	 2	 1	 1	 2	 1	 1	 2	 4	 1	 1	 1	 1	 1	 3	 1	 1	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H4C6N3O6	HC	H9C11N10O12	H4C4N4O3	NO2	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H2C2N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H4C4N3O	HCN3O2	
238000        652         61	 189	 1	 1	 1	 1	 1	 1	 207	 4	 10	 82	 10	 3	 5	 6	 3	 2	 1	 3	 1	 3	 1	 5	 9	 12	 4	 1	 4	 6	 2	 25	 2	 1	 1	 1	 1	 2	 2	 1	 1	 6	 1	 1	 1	 1	 1	 2	 2	 1	 1	 2	 2	 4	 1	 1	 1	 1	 1	 3	 1	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H4C6N3O6	HC	H5C7N2O4	NO2	H4C5N2O4	HC2NO2	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H2C2N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	HC2N5O4	H	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	H3C4N3	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H4C4N7O6	HCN3O2	H4C4N3O	
239000        659         67	 186	 1	 1	 1	 1	 3	 210	 1	 1	 1	 4	 11	 82	 10	 3	 5	 5	 3	 2	 1	 3	 1	 3	 1	 5	 8	 12	 3	 1	 4	 6	 2	 25	 2	 1	 1	 1	 1	 2	 2	 1	 1	 5	 1	 1	 1	 1	 1	 2	 1	 2	 2	 1	 1	 2	 2	 4	 1	 1	 1	 1	 1	 1	 3	 1	 3	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C4N2O4	HC	HC2NO2	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN2	H2C2N3O2	H6C6N9O6	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H2C2N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	H2C2N3O	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H2C2N6O5	H4C4N7O6	HCN3O2	H4C4N3O	H	
240000        663         63	 189	 2	 214	 1	 1	 1	 1	 4	 11	 80	 10	 2	 4	 6	 3	 2	 1	 3	 1	 3	 1	 5	 10	 12	 4	 1	 4	 6	 2	 26	 2	 1	 1	 1	 1	 3	 3	 1	 1	 5	 2	 1	 1	 1	 1	 1	 2	 1	 1	 2	 2	 4	 1	 1	 1	 1	 1	 3	 1	 1	 3	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4N4O3	NO2	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	N2O2	H2C2N3O2	H4C4N5O3	NO3	HCN	HCN3O	H6C6N8O4	H5C6N7O4	HN3O2	H4C4N5O2	H2C2N2O2	H4C4N2	H2C2N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	HC2N5O4	H	H5C5N4	H6C6N10O8	HC2N3O2	H3C2N2	H4C4N3O2	H2C2N4O2	H5C5N6O4	HCN2	H2C2N3O	HC2N4O3	HNO	H6C6N9O6	H6C6N7O3	H6C6N8O5	H5C5N5O2	H2C2N6O5	H4C4N7O6	HCN3O2	H4C4N3O	
241000        663         62	 192	 1	 215	 4	 11	 80	 10	 2	 5	 7	 3	 2	 1	 3	 1	 3	 1	 5	 8	 11	 3	 2	 27	 1	 4	 8	 1	 1	 1	 1	 1	 1	 3	 2	 1	 1	 5	 1	 1	 1	 1	 1	 1	 1	 1	 2	 1	 1	 2	 2	 2	 4	 1	 1	 1	 1	 1	 3	 1	 1	 2	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C6N3O6	HC	H4C4N4O3	N2	N2O3	H2C2N4O4	H4C4N5O4	H2C2N6O6	H4C4N6O4	H4C4N3	H4C4N4	H3C3N5O4	H5C6N6O3	HO	H6C6N8O6	H2C2N4O3	H2C2N2O	N2O	H2C2N5O4	H4C4N4O2	NO	H4C4N5O3	NO3	HCN	HCN3O	H2C2N3O2	H6C6N9O6	H5C6N7O4	HN3O2	H4C4N5O2	HCN2O2	H2C2N2O2	H4C4N2	H2C2N2	H3C4N5O2	H2C2N3O3	HCN4O4	H3C4N6O4	H3C2N3O2	H5C6N9O6	H5C4N5O3	H5C5N4	H6C6N10O8	HC2N3O2	H	H4C4N3O2	H2C2N4O2	H5C5N6O4	HCN2	H2C2N3O	H3C4N3	HC2N4O3	HNO	H6C6N7O3	H6C6N8O5	N2O2	H5C5N5O2	H2C2N6O5	H4C4N7O6	HCN3O2	H4C4N3O	
