 ************************ Laplacian bond order matrix ************************
             1             2             3             4             5      
     1    0.75807902    0.00000000    0.00000000    0.00000000    0.00000000
     2    0.00000000    0.67025046    0.00000000    0.00000000    0.00000000
     3    0.00000000    0.00000000    0.71542981    0.00000000    0.00000000
     4    0.00000000    0.00000000    0.00000000    0.75718605    0.00000000
     5    0.00000000    0.00000000    0.00000000    0.00000000    0.68364147
     6    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     7    0.75802609    0.00000000    0.00000000    0.00003108    0.00000000
     8    0.00000000    0.67019339    0.00000000    0.00000000    0.00000000
     9    0.00000000    0.00000000    0.71531241    0.00000000    0.00001437
    10    0.00001081    0.00000000    0.00000000    0.75713321    0.00000000
    11    0.00000000    0.00000000    0.00000820    0.00000000    0.68354437
    12    0.00000000    0.00000585    0.00000000    0.00000000    0.00000000
    13    0.00002423    0.00000678    0.00000000    0.00000000    0.00000000
    14    0.00000003    0.00000007    0.00000000    0.00000000    0.00000000
    15    0.00000000    0.00004246    0.00009365    0.00000000    0.00000000
    16    0.00000000    0.00000000    0.00000006    0.00000000    0.00000000
    17    0.00000000    0.00000000    0.00001360    0.00000817    0.00000000
    18    0.00000000    0.00000000    0.00000076    0.00000000    0.00000000
    19    0.00000000    0.00000000    0.00000000    0.00001126    0.00006745
    20    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    21    0.00000000    0.00000000    0.00000000    0.00000000    0.00001449
    22    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
    23    0.00000851    0.00000000    0.00000000    0.00000000    0.00000000
    24    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    25    0.00000000    0.00000008    0.00000000    0.00000000    0.00000000
    26    0.00000925    0.00000000    0.00000000    0.00000000    0.00000000
    27    0.00000000    0.00000000    0.00000066    0.00000000    0.00000000
    28    0.00000000    0.00000183    0.00000000    0.00000000    0.00000000
    29    0.00000000    0.00000000    0.00000048    0.00000000    0.00000000
    30    0.00000000    0.00000000    0.00000000    0.00000232    0.00000000
    31    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    32    0.00000000    0.00000000    0.00000000    0.00000001    0.00000000
    33    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    34    0.00000000    0.00000000    0.00000000    0.00000000    0.00000079
    35    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    36    0.00000009    0.00000000    0.00000000    0.00000000    0.00000000
             6             7             8             9            10      
     1    0.00000000    0.75802609    0.00000000    0.00000000    0.00001081
     2    0.00000000    0.00000000    0.67019339    0.00000000    0.00000000
     3    0.00000000    0.00000000    0.00000000    0.71531241    0.00000000
     4    0.00000000    0.00003108    0.00000000    0.00000000    0.75713321
     5    0.00000000    0.00000000    0.00000000    0.00001437    0.00000000
     6    0.85526524    0.00000000    0.00001033    0.00000000    0.00000000
     7    0.00000000    2.66700904    0.00001130    0.00000000    1.03686116
     8    0.00001033    0.00001130    2.46543028    0.00000552    0.00000000
     9    0.00000000    0.00000000    0.00000552    2.61243027    0.00001738
    10    0.00000000    1.03686116    0.00000000    0.00001738    2.62782319
    11    0.00000000    0.00000000    0.00000000    0.87677608    0.00000429
    12    0.85518018    0.00001156    0.84832026    0.00000000    0.00000000
    13    0.00000000    0.54456172    0.52857130    0.00000000    0.00001058
    14    0.00000000    0.00000194    0.00000208    0.00000000    0.00000000
    15    0.00000000    0.00000000    0.41828982    0.54197270    0.00000000
    16    0.00000000    0.00000000    0.00000258    0.00000459    0.00000000
    17    0.00000000    0.00000964    0.00000000    0.47826168    0.52586675
    18    0.00000000    0.00000000    0.00000000    0.00000546    0.00000157
    19    0.00000000    0.00000299    0.00000000    0.00005219    0.30790485
    20    0.00000000    0.00000000    0.00000000    0.00000000    0.00000082
    21    0.00003172    0.00000000    0.00000259    0.00000756    0.00000000
    22    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    23    0.00002362    0.32748871    0.00000753    0.00000000    0.00000458
    24    0.00000055    0.00000105    0.00000000    0.00000000    0.00000000
    25    0.00000000    0.00000000    0.00000005    0.00000000    0.00000000
    26    0.00000000    0.00000142    0.00000000    0.00000000    0.00000000
    27    0.00000000    0.00000000    0.00000000    0.00000028    0.00000000
    28    0.00000000    0.00000000    0.00001354    0.00000000    0.00000000
    29    0.00000000    0.00000000    0.00000000    0.00000006    0.00000000
    30    0.00000000    0.00000000    0.00000000    0.00000000    0.00000680
    31    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    32    0.00000000    0.00000031    0.00000000    0.00000000    0.00000038
    33    0.00000001    0.00000000    0.00000000    0.00000000    0.00000000
    34    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    35    0.00001882    0.00000000    0.00000000    0.00000000    0.00000000
    36    0.00000000    0.00000007    0.00000000    0.00000000    0.00000000
            11            12            13            14            15      
     1    0.00000000    0.00000000    0.00002423    0.00000003    0.00000000
     2    0.00000000    0.00000585    0.00000678    0.00000007    0.00004246
     3    0.00000820    0.00000000    0.00000000    0.00000000    0.00009365
     4    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     5    0.68354437    0.00000000    0.00000000    0.00000000    0.00000000
     6    0.00000000    0.85518018    0.00000000    0.00000000    0.00000000
     7    0.00000000    0.00001156    0.54456172    0.00000194    0.00000000
     8    0.00000000    0.84832026    0.52857130    0.00000208    0.41828982
     9    0.87677608    0.00000000    0.00000000    0.00000000    0.54197270
    10    0.00000429    0.00000000    0.00001058    0.00000000    0.00000000
    11    2.57492102    0.00000541    0.00000000    0.00000000    0.00000769
    12    0.00000541    2.65968012    0.00001544    0.00000000    0.00002121
    13    0.00000000    0.00001544    1.30172060    0.22851342    0.00000167
    14    0.00000000    0.00000000    0.22851342    1.46307314    0.00000000
    15    0.00000769    0.00002121    0.00000167    0.00000000    1.20382071
    16    0.00000000    0.00000000    0.00000000    0.00000000    0.24337887
    17    0.00000481    0.00000000    0.00000192    0.00000000    0.00000308
    18    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    19    0.56455806    0.00000000    0.00000000    0.00000000    0.00000000
