 ************************ Laplacian bond order matrix ************************
             1             2             3             4             5      
     1    0.75761729    0.00000000    0.00000000    0.00000000    0.00000000
     2    0.00000000    0.78547191    0.00000000    0.00000000    0.00000000
     3    0.00000000    0.00000000    0.80342914    0.00000000    0.00000000
     4    0.00000000    0.00000000    0.00000000    0.80615817    0.00000000
     5    0.00000000    0.00000000    0.00000000    0.00000000    0.72015898
     6    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     7    0.00001834    0.78541547    0.00000000    0.00000000    0.00000000
     8    0.75751985    0.00000956    0.00000000    0.00000000    0.00000000
     9    0.00000000    0.00000000    0.80334204    0.00001160    0.00000000
    10    0.00000000    0.00000000    0.00000895    0.80605925    0.00000000
    11    0.00000000    0.00000000    0.00000000    0.00000000    0.72009905
    12    0.00000000    0.00000000    0.00000000    0.00000000    0.00001032
    13    0.00000000    0.00002896    0.00000000    0.00000000    0.00000000
    14    0.00000000    0.00001767    0.00000000    0.00000000    0.00001991
    15    0.00000055    0.00000000    0.00000000    0.00000000    0.00000000
    16    0.00000425    0.00000000    0.00000000    0.00004351    0.00000000
    17    0.00000000    0.00000000    0.00000000    0.00000001    0.00000000
    18    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    19    0.00006019    0.00000000    0.00003633    0.00000000    0.00000000
    20    0.00000000    0.00000000    0.00000000    0.00004309    0.00001174
    21    0.00000000    0.00000000    0.00003807    0.00000000    0.00000000
    22    0.00000000    0.00000002    0.00000000    0.00000000    0.00000020
    23    0.00000000    0.00000002    0.00000000    0.00000000    0.00000000
    24    0.00000000    0.00000000    0.00000003    0.00000000    0.00000000
    25    0.00001390    0.00000000    0.00000000    0.00000000    0.00000000
    26    0.00000000    0.00000018    0.00000000    0.00000000    0.00000000
    27    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    28    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024
    29    0.00000020    0.00000000    0.00000000    0.00000000    0.00000000
    30    0.00000000    0.00000000    0.00000372    0.00000000    0.00000000
    31    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    32    0.00000000    0.00000000    0.00000000    0.00000071    0.00000000
    33    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    34    0.00000000    0.00000003    0.00000000    0.00000000    0.00000000
