R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R0;S0 + S359 -> S435;CHN + CO -> C2HNO;C#N,[C]=O:[N]=C[C]=O;1.106985e+10;4.689559e+08;5.274971e+10;1
R0*;S435 -> S0 + S359;C2HNO -> CHN + CO;[N]=C[C]=O:C#N,[C]=O;1.250000e+12;5.295417e+10;5.956460e+12;1
R1;S3 + S438 -> S425;C2N2 + NO -> C2N3O;N#CC#N,[N]=O:[N]=C=C=NN=O;3.196391e+08;1.354098e+07;1.523134e+09;1
R1*;S425 -> S3 + S438;C2N3O -> C2N2 + NO;[N]=C=C=NN=O:N#CC#N,[N]=O;0.000000e+00;0.000000e+00;0.000000e+00;0
R2;S5 + S220 -> S219;C3N3 + C2H3N4O3 -> C5H3N7O3;N#CN=C=C=[N],O=N/C(=C(/[NH])\N)/N([O])[O]:O=N/C(=C(/N/N=[C]/N=C=C=[N])\N)/N([O])[O];4.014667e+10;1.700747e+09;1.913056e+11;1
R2*;S219 -> S5 + S220;C5H3N7O3 -> C3N3 + C2H3N4O3;O=N/C(=C(/N/N=[C]/N=C=C=[N])\N)/N([O])[O]:N#CN=C=C=[N],O=N/C(=C(/[NH])\N)/N([O])[O];0.000000e+00;0.000000e+00;2.723393e+12;0
R3;S6 -> S354 + S450;C2N2O -> CN + CNO;N#COC#N:[C]#N,[O]C#N;2.000000e+12;3.035006e+11;6.401222e+12;2
R3*;S354 + S450 -> S6;CN + CNO -> C2N2O;[C]#N,[O]C#N:N#COC#N;0.000000e+00;0.000000e+00;1.333355e+10;0
R4;S7 + S52 -> S66 + S436;N2 + C2HN3O -> HN2 + C2N3O;N#N,N=NC#CN=O:N=[N],[N]=NC#CN=O;1.344196e+10;5.694464e+08;6.405322e+10;1
R4*;S66 + S436 -> S7 + S52;HN2 + C2N3O -> N2 + C2HN3O;N=[N],[N]=NC#CN=O:N#N,N=NC#CN=O;0.000000e+00;0.000000e+00;2.389444e+10;0
R5;S2 + S96 -> S238 + S362;H3N + C2H2N3O -> C2H3N3O + H2N;N,NC(=[N])C1=NO1:O=N/[C]=C(/N)\[NH],[NH2];8.664748e+09;3.670676e+08;4.128898e+10;1
R5*;S238 + S362 -> S2 + S96;C2H3N3O + H2N -> H3N + C2H2N3O;O=N/[C]=C(/N)\[NH],[NH2]:N,NC(=[N])C1=NO1;0.000000e+00;0.000000e+00;1.329915e+09;0
R6;S2 + S362 -> S112 + S360;H3N + H2N -> H4N2 + H;N,[NH2]:NN,[H];2.522356e+07;3.827683e+06;8.073082e+07;2
R6*;S112 + S360 -> S2 + S362;H4N2 + H -> H3N + H2N;NN,[H]:N,[NH2];2.017420e+10;3.061441e+09;6.456978e+10;2
R7;S2 + S363 -> S112;H3N + HN -> H4N2;N,[NH]:NN;1.896693e+09;2.878237e+08;6.070576e+09;2
R7*;S112 -> S2 + S363;H4N2 -> H3N + HN;NN:N,[NH];3.514938e+09;1.489045e+08;1.674927e+10;1
R8;S2 + S398 -> S362 + S362 + S387;H3N + C2H2N3O -> H2N + H2N + C2HN2O;N,[NH]C(=N)C1=NO1:[NH2],[NH2],[NH]C#CN=O;3.469494e+08;1.469793e+07;1.653272e+09;1
R8*;S362 + S362 + S387 -> S2 + S398;H2N + H2N + C2HN2O -> H3N + C2H2N3O;[NH2],[NH2],[NH]C#CN=O:N,[NH]C(=N)C1=NO1;0.000000e+00;0.000000e+00;4.267503e+06;0
R9;S2 + S410 -> S112 + S385;H3N + C2H3N3O2 -> H4N2 + C2H2N2O2;N,[NH]N/C=[C]/N([O])[O]:NN,[NH]/C=[C]/N([O])[O];8.988060e+10;3.807642e+09;4.282962e+11;1
R9*;S112 + S385 -> S2 + S410;H4N2 + C2H2N2O2 -> H3N + C2H3N3O2;NN,[NH]/C=[C]/N([O])[O]:N,[NH]N/C=[C]/N([O])[O];0.000000e+00;0.000000e+00;3.727335e+10;0
R10;S2 + S447 -> S206 + S362;H3N + HO -> H2O + H2N;N,[OH]:O,[NH2];6.027274e+08;1.818670e+08;1.420963e+09;4
R10*;S206 + S362 -> S2 + S447;H2O + H2N -> H3N + HO;O,[NH2]:N,[OH];1.455822e+07;2.209214e+06;4.659520e+07;2
R11;S2 + S471 -> S362 + S493;H3N + C2H3N4O4 -> H2N + C2H4N4O4;N,[O]N(C(=C(N)[NH])N([O])[O])[O]:[NH2],[O]N(C(C(=N)N)N([O])[O])[O];6.468453e+07;2.740252e+06;3.082326e+08;1
R11*;S362 + S493 -> S2 + S471;H2N + C2H4N4O4 -> H3N + C2H3N4O4;[NH2],[O]N(C(C(=N)N)N([O])[O])[O]:N,[O]N(C(=C(N)[NH])N([O])[O])[O];0.000000e+00;0.000000e+00;3.304084e+10;0
R12;S2 + S476 -> S362 + S475;H3N + C2H2N4O4 -> H2N + C2H3N4O4;N,[O]N(C(=C([NH])[NH])N([O])[O])[O]:[NH2],[O]N(C(=C([NH])N)N([O])[O])[O];2.865981e+08;1.214125e+07;1.365688e+09;1
R12*;S362 + S475 -> S2 + S476;H2N + C2H3N4O4 -> H3N + C2H2N4O4;[NH2],[O]N(C(=C([NH])N)N([O])[O])[O]:N,[O]N(C(=C([NH])[NH])N([O])[O])[O];0.000000e+00;0.000000e+00;1.231050e+08;0
R13;S2 + S483 -> S362 + S478;H3N + C2N3O4 -> H2N + C2HN3O4;N,[O]N(C(=C=[N])N([O])[O])[O]:[NH2],[O]N(C(=C=N)N([O])[O])[O];9.889316e+07;4.189444e+06;4.712425e+08;1
R13*;S362 + S478 -> S2 + S483;H2N + C2HN3O4 -> H3N + C2N3O4;[NH2],[O]N(C(=C=N)N([O])[O])[O]:N,[O]N(C(=C=[N])N([O])[O])[O];0.000000e+00;0.000000e+00;8.906767e+07;0
R14;S2 + S520 -> S74 + S362 + S536;H3N + C2HN2O2 -> C2H2N + H2N + NO2;N,[O]N([C]=C=N)[O]:NC#[C],[NH2],[O]N=O;3.079472e+07;1.304567e+06;1.467420e+08;1
R14*;S74 + S362 + S536 -> S2 + S520;C2H2N + H2N + NO2 -> H3N + C2HN2O2;NC#[C],[NH2],[O]N=O:N,[O]N([C]=C=N)[O];0.000000e+00;0.000000e+00;5.606061e+06;0
R15;S2 + S535 -> S143 + S362;H3N + HN2O -> H2N2O + H2N;N,[O]N=N:NN=O,[NH2];4.217087e+09;1.786499e+08;2.009513e+10;1
R15*;S143 + S362 -> S2 + S535;H2N2O + H2N -> H3N + HN2O;NN=O,[NH2]:N,[O]N=N;1.319486e+08;5.589781e+06;6.287571e+08;1
R16;S9 -> S5 + S92;C5H3N6O -> C3N3 + C2H3N3O;N/C(=C/1\[N]O1)/N/N=[C]/N=C=C=[N]:N#CN=C=C=[N],NC(=N)C1=NO1;2.500000e+12;1.059083e+11;1.191292e+13;1
R16*;S5 + S92 -> S9;C3N3 + C2H3N3O -> C5H3N6O;N#CN=C=C=[N],NC(=N)C1=NO1:N/C(=C/1\[N]O1)/N/N=[C]/N=C=C=[N];0.000000e+00;0.000000e+00;2.509082e+10;0
R17;S10 -> S48 + S68;C2H4N4O -> H2N2 + C2H2N2O;N/C(=C/1\[N]O1)/N[NH]:N=N,NC#CN=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R17*;S48 + S68 -> S10;H2N2 + C2H2N2O -> C2H4N4O;N=N,NC#CN=O:N/C(=C/1\[N]O1)/N[NH];0.000000e+00;0.000000e+00;5.602578e+10;0
R18;S12 -> S246;C4H3N5O2 -> C4H3N5O2;N/C(=C\1/[N]O1)/N[C@]1([N]O1)[C]=[N]:O=N/[C]=C(\NC(=C=[N])N=O)/N;1.000000e+13;4.236333e+11;4.765168e+13;1
R18*;S246 -> S12;C4H3N5O2 -> C4H3N5O2;O=N/[C]=C(\NC(=C=[N])N=O)/N:N/C(=C\1/[N]O1)/N[C@]1([N]O1)[C]=[N];0.000000e+00;0.000000e+00;4.992887e+12;0
R19;S13 -> S23;C2H3N2O3 -> C2H3N2O3;N/C(=[C]/N([O])[O])/O:N/[C]=C(/N([O])[O])\O;1.492537e+11;6.322886e+09;7.112191e+11;1
R19*;S23 -> S13;C2H3N2O3 -> C2H3N2O3;N/[C]=C(/N([O])[O])\O:N/C(=[C]/N([O])[O])/O;0.000000e+00;0.000000e+00;7.489331e+12;0
R20;S15 -> S10;C2H4N4O -> C2H4N4O;N/C(=[C]\N=O)/N[NH]:N/C(=C/1\[N]O1)/N[NH];1.666667e+12;7.060556e+10;7.941947e+12;1
R20*;S10 -> S15;C2H4N4O -> C2H4N4O;N/C(=C/1\[N]O1)/N[NH]:N/C(=[C]\N=O)/N[NH];0.000000e+00;0.000000e+00;2.995732e+13;0
R21;S17 -> S109 + S536;C2H3N3O3 -> C2H3N2O + NO2;N/C=C(\N([O])[O])/N=O:NC=C=N[O],[O]N=O;2.000000e+12;8.472667e+10;9.530336e+12;1
R21*;S109 + S536 -> S17;C2H3N2O + NO2 -> C2H3N3O3;NC=C=N[O],[O]N=O:N/C=C(\N([O])[O])/N=O;0.000000e+00;0.000000e+00;6.289106e+08;0
R22;S18 -> S109 + S389;C4H4N5O6 -> C2H3N2O + C2HN3O5;N/C=[C]/N(OC(=C(N([O])[O])N([O])[O])[NH])[O]:NC=C=N[O],[NH]C(=C(N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R22*;S109 + S389 -> S18;C2H3N2O + C2HN3O5 -> C4H4N5O6;NC=C=N[O],[NH]C(=C(N([O])[O])N([O])[O])[O]:N/C=[C]/N(OC(=C(N([O])[O])N([O])[O])[NH])[O];0.000000e+00;0.000000e+00;1.804030e+12;0
R23;S20 + S475 -> S109 + S514;C2H3N2O2 + C2H3N4O4 -> C2H3N2O + C2H3N4O5;N/C=[C]/N([O])[O],[O]N(C(=C([NH])N)N([O])[O])[O]:NC=C=N[O],[O]N([C](C([O])([NH])N)N([O])[O])[O];4.454142e+09;1.886923e+08;2.122474e+10;1
R23*;S109 + S514 -> S20 + S475;C2H3N2O + C2H3N4O5 -> C2H3N2O2 + C2H3N4O4;NC=C=N[O],[O]N([C](C([O])([NH])N)N([O])[O])[O]:N/C=[C]/N([O])[O],[O]N(C(=C([NH])N)N([O])[O])[O];0.000000e+00;0.000000e+00;9.020150e+12;0
R24;S20 -> S107;C2H3N2O2 -> C2H3N2O2;N/C=[C]/N([O])[O]:NC=C1ON1[O];8.547009e+10;3.620798e+09;4.072793e+11;1
R24*;S107 -> S20;C2H3N2O2 -> C2H3N2O2;NC=C1ON1[O]:N/C=[C]/N([O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R25;S21 -> S263 + S362;C2H2N4O3 -> C2N3O3 + H2N;N/N=[C]/[C@]1(O[N]1)N([O])[O]:O=NC(=C=[N])N([O])[O],[NH2];1.000000e+13;4.236333e+11;4.765168e+13;1
R25*;S263 + S362 -> S21;C2N3O3 + H2N -> C2H2N4O3;O=NC(=C=[N])N([O])[O],[NH2]:N/N=[C]/[C@]1(O[N]1)N([O])[O];0.000000e+00;0.000000e+00;1.404352e+09;0
R26;S22 -> S386 + S536;C2H2N3O3 -> C2H2N2O + NO2;N/[C]=C(/N([O])[O])\N=O:[NH]/C=[C]/N=O,[O]N=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R26*;S386 + S536 -> S22;C2H2N2O + NO2 -> C2H2N3O3;[NH]/C=[C]/N=O,[O]N=O:N/[C]=C(/N([O])[O])\N=O;0.000000e+00;0.000000e+00;1.059387e+09;0
R27;S23 -> S69 + S536;C2H3N2O3 -> C2H3NO + NO2;N/[C]=C(/N([O])[O])\O:NC#CO,[O]N=O;2.500000e+12;1.059083e+11;1.191292e+13;1
R27*;S69 + S536 -> S23;C2H3NO + NO2 -> C2H3N2O3;NC#CO,[O]N=O:N/[C]=C(/N([O])[O])\O;0.000000e+00;0.000000e+00;9.610217e+08;0
R28;S24 + S471 -> S404 + S465;C2H3N3O4 + C2H3N4O4 -> C2H2N3O4 + C2H4N4O4;N/[C]=C(\N([O])[O])/N(O)[O],[O]N(C(=C(N)[NH])N([O])[O])[O]:[NH]C=C(N([O])[O])N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O];1.505500e+12;6.377800e+10;7.173961e+12;1
R28*;S404 + S465 -> S24 + S471;C2H2N3O4 + C2H4N4O4 -> C2H3N3O4 + C2H3N4O4;[NH]C=C(N([O])[O])N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O]:N/[C]=C(\N([O])[O])/N(O)[O],[O]N(C(=C(N)[NH])N([O])[O])[O];0.000000e+00;0.000000e+00;8.917157e+07;0
R29;S26 + S536 -> S324 + S520;C2H2N2O2 + NO2 -> HNO2 + C2HN2O2;N/[C]=C/1\ON1[O],[O]N=O:ON=O,[O]N([C]=C=N)[O];6.843182e+10;2.899000e+09;3.260891e+11;1
R29*;S324 + S520 -> S26 + S536;HNO2 + C2HN2O2 -> C2H2N2O2 + NO2;ON=O,[O]N([C]=C=N)[O]:N/[C]=C/1\ON1[O],[O]N=O;0.000000e+00;0.000000e+00;1.882590e+08;0
R30;S27 -> S44;C2H4N2 -> C2H4N2;N/[C]=C/[NH]:N=CC=N;1.666667e+12;2.529171e+11;5.334352e+12;2
R30*;S44 -> S27;C2H4N2 -> C2H4N2;N=CC=N:N/[C]=C/[NH];4.000000e+10;1.694533e+09;1.906067e+11;1
R31;S27 -> S361 + S409;C2H4N2 -> H2 + C2H2N2;N/[C]=C/[NH]:[H][H],[NH]C=C=[N];8.333333e+11;3.530278e+10;3.970974e+12;1
R31*;S361 + S409 -> S27;H2 + C2H2N2 -> C2H4N2;[H][H],[NH]C=C=[N]:N/[C]=C/[NH];0.000000e+00;0.000000e+00;2.079094e+09;0
R32;S28 + S536 -> S35 + S324;C2H2N2O + NO2 -> C2HN2O + HNO2;N/[C]=C\1/[N]O1,[O]N=O:N=C=C1[N]O1,ON=O;1.378979e+09;5.841813e+07;6.571066e+09;1
R32*;S35 + S324 -> S28 + S536;C2HN2O + HNO2 -> C2H2N2O + NO2;N=C=C1[N]O1,ON=O:N/[C]=C\1/[N]O1,[O]N=O;0.000000e+00;0.000000e+00;4.726427e+08;0
R33;S28 -> S43;C2H2N2O -> C2H2N2O;N/[C]=C\1/[N]O1:N=CC1=NO1;3.846154e+11;1.629359e+10;1.832757e+12;1
R33*;S43 -> S28;C2H2N2O -> C2H2N2O;N=CC1=NO1:N/[C]=C\1/[N]O1;2.702703e+10;1.144955e+09;1.287883e+11;1
R34;S28 -> S68;C2H2N2O -> C2H2N2O;N/[C]=C\1/[N]O1:NC#CN=O;7.692308e+11;1.167310e+11;2.462008e+12;2
R34*;S68 -> S28;C2H2N2O -> C2H2N2O;NC#CN=O:N/[C]=C\1/[N]O1;1.897533e+10;8.038583e+08;9.042065e+10;1
R35;S29 -> S28 + S447;C2H3N2O2 -> C2H2N2O + HO;N/[C]=[C]/N([O])O:N/[C]=C\1/[N]O1,[OH];2.941176e+11;1.245980e+10;1.401520e+12;1
R35*;S28 + S447 -> S29;C2H2N2O + HO -> C2H3N2O2;N/[C]=C\1/[N]O1,[OH]:N/[C]=[C]/N([O])O;0.000000e+00;0.000000e+00;2.004478e+11;0
R36;S29 -> S384;C2H3N2O2 -> C2H3N2O2;N/[C]=[C]/N([O])O:[NH]/C=[C]/N([O])O;2.941176e+11;1.245980e+10;1.401520e+12;1
R36*;S384 -> S29;C2H3N2O2 -> C2H3N2O2;[NH]/C=[C]/N([O])O:N/[C]=[C]/N([O])O;0.000000e+00;0.000000e+00;3.890561e+11;0
R37;S30 + S192 -> S48 + S298;C2H2N2O2 + H3N2 -> H2N2 + C2H3N2O2;N/[C]=[C]/N([O])[O],N[NH]:N=N,ON(C#CN)[O];8.752907e+09;3.708023e+08;4.170907e+10;1
R37*;S48 + S298 -> S30 + S192;H2N2 + C2H3N2O2 -> C2H2N2O2 + H3N2;N=N,ON(C#CN)[O]:N/[C]=[C]/N([O])[O],N[NH];0.000000e+00;0.000000e+00;1.840847e+11;0
R38;S30 + S205 -> S157;C2H2N2O2 + H2NO -> C2H4N3O3;N/[C]=[C]/N([O])[O],N[O]:NO/C(=[C]/N([O])[O])/N;5.097774e+08;2.159587e+07;2.429175e+09;1
R38*;S157 -> S30 + S205;C2H4N3O3 -> C2H2N2O2 + H2NO;NO/C(=[C]/N([O])[O])/N:N/[C]=[C]/N([O])[O],N[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R39;S30 + S362 -> S2 + S520;C2H2N2O2 + H2N -> H3N + C2HN2O2;N/[C]=[C]/N([O])[O],[NH2]:N,[O]N([C]=C=N)[O];3.719626e+07;1.575758e+06;1.772464e+08;1
R39*;S2 + S520 -> S30 + S362;H3N + C2HN2O2 -> C2H2N2O2 + H2N;N,[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[NH2];0.000000e+00;0.000000e+00;9.225274e+07;0
R40;S30 + S362 -> S67 + S536;C2H2N2O2 + H2N -> C2H4N2 + NO2;N/[C]=[C]/N([O])[O],[NH2]:NC#CN,[O]N=O;7.439252e+07;1.128909e+07;2.381015e+08;2
R40*;S67 + S536 -> S30 + S362;C2H4N2 + NO2 -> C2H2N2O2 + H2N;NC#CN,[O]N=O:N/[C]=[C]/N([O])[O],[NH2];0.000000e+00;0.000000e+00;5.168252e+08;0
R41;S30 + S362 -> S164;C2H2N2O2 + H2N -> C2H4N3O2;N/[C]=[C]/N([O])[O],[NH2]:NON(C#CN)[O];3.719626e+07;1.575758e+06;1.772464e+08;1
R41*;S164 -> S30 + S362;C2H4N3O2 -> C2H2N2O2 + H2N;NON(C#CN)[O]:N/[C]=[C]/N([O])[O],[NH2];0.000000e+00;0.000000e+00;1.497866e+13;0
R42;S30 + S362 -> S361 + S484;C2H2N2O2 + H2N -> H2 + C2H2N3O2;N/[C]=[C]/N([O])[O],[NH2]:[H][H],[O]N(C(=C=[N])N)[O];3.719626e+07;1.575758e+06;1.772464e+08;1
R42*;S361 + S484 -> S30 + S362;H2 + C2H2N3O2 -> C2H2N2O2 + H2N;[H][H],[O]N(C(=C=[N])N)[O]:N/[C]=[C]/N([O])[O],[NH2];0.000000e+00;0.000000e+00;1.098678e+10;0
R43;S30 + S398 -> S92 + S520;C2H2N2O2 + C2H2N3O -> C2H3N3O + C2HN2O2;N/[C]=[C]/N([O])[O],[NH]C(=N)C1=NO1:NC(=N)C1=NO1,[O]N([C]=C=N)[O];1.113741e+09;4.718180e+07;5.307165e+09;1
R43*;S92 + S520 -> S30 + S398;C2H3N3O + C2HN2O2 -> C2H2N2O2 + C2H2N3O;NC(=N)C1=NO1,[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[NH]C(=N)C1=NO1;0.000000e+00;0.000000e+00;5.105649e+08;0
R44;S30 + S447 -> S206 + S520;C2H2N2O2 + HO -> H2O + C2HN2O2;N/[C]=[C]/N([O])[O],[OH]:O,[O]N([C]=C=N)[O];8.486471e+08;1.287824e+08;2.716189e+09;2
R44*;S206 + S520 -> S30 + S447;H2O + C2HN2O2 -> C2H2N2O2 + HO;O,[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[OH];0.000000e+00;0.000000e+00;5.270919e+07;0
R45;S30 + S460 -> S297 + S520;C2H2N2O2 + C2H3N3O2 -> C2H4N3O2 + C2HN2O2;N/[C]=[C]/N([O])[O],[O]N(/[C]=C(/[NH])\N)[O]:ON(/[C]=C(/[NH])\N)[O],[O]N([C]=C=N)[O];2.610316e+09;1.105817e+08;1.243860e+10;1
R45*;S297 + S520 -> S30 + S460;C2H4N3O2 + C2HN2O2 -> C2H2N2O2 + C2H3N3O2;ON(/[C]=C(/[NH])\N)[O],[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[O]N(/[C]=C(/[NH])\N)[O];0.000000e+00;0.000000e+00;5.309094e+09;0
R46;S30 + S465 -> S29 + S475;C2H2N2O2 + C2H4N4O4 -> C2H3N2O2 + C2H3N4O4;N/[C]=[C]/N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O]:N/[C]=[C]/N([O])O,[O]N(C(=C([NH])N)N([O])[O])[O];2.194742e+07;9.297660e+05;1.045832e+08;1
R46*;S29 + S475 -> S30 + S465;C2H3N2O2 + C2H3N4O4 -> C2H2N2O2 + C2H4N4O4;N/[C]=[C]/N([O])O,[O]N(C(=C([NH])N)N([O])[O])[O]:N/[C]=[C]/N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O];0.000000e+00;0.000000e+00;5.763674e+10;0
R47;S30 + S465 -> S101 + S520;C2H2N2O2 + C2H4N4O4 -> C2H5N4O4 + C2HN2O2;N/[C]=[C]/N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O]:NC([C](N([O])[O])N(O)[O])[NH],[O]N([C]=C=N)[O];2.194742e+07;9.297660e+05;1.045832e+08;1
R47*;S101 + S520 -> S30 + S465;C2H5N4O4 + C2HN2O2 -> C2H2N2O2 + C2H4N4O4;NC([C](N([O])[O])N(O)[O])[NH],[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[O]N(C(=C(N)N)N([O])[O])[O];0.000000e+00;0.000000e+00;4.510075e+12;0
R48;S30 + S478 -> S303 + S520;C2H2N2O2 + C2HN3O4 -> C2H2N3O4 + C2HN2O2;N/[C]=[C]/N([O])[O],[O]N(C(=C=N)N([O])[O])[O]:ON(C(=C=N)N([O])[O])[O],[O]N([C]=C=N)[O];9.548424e+07;4.045031e+06;4.549985e+08;1
R48*;S303 + S520 -> S30 + S478;C2H2N3O4 + C2HN2O2 -> C2H2N2O2 + C2HN3O4;ON(C(=C=N)N([O])[O])[O],[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[O]N(C(=C=N)N([O])[O])[O];0.000000e+00;0.000000e+00;1.034777e+09;0
R49;S30 + S518 -> S307 + S520;C2H2N2O2 + C2H4N3O2 -> C2H5N3O2 + C2HN2O2;N/[C]=[C]/N([O])[O],[O]N([C]=C(N)N)[O]:ON([C]=C(N)N)[O],[O]N([C]=C=N)[O];7.955611e+07;3.370262e+06;3.790983e+08;1
R49*;S307 + S520 -> S30 + S518;C2H5N3O2 + C2HN2O2 -> C2H2N2O2 + C2H4N3O2;ON([C]=C(N)N)[O],[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[O]N([C]=C(N)N)[O];0.000000e+00;0.000000e+00;1.301140e+09;0
R50;S30 + S536 -> S324 + S356 + S536;C2H2N2O2 + NO2 -> HNO2 + C2HN + NO2;N/[C]=[C]/N([O])[O],[O]N=O:ON=O,[C]=C=N,[O]N=O;9.813555e+06;4.157349e+05;4.676324e+07;1
R50*;S324 + S356 + S536 -> S30 + S536;HNO2 + C2HN + NO2 -> C2H2N2O2 + NO2;ON=O,[C]=C=N,[O]N=O:N/[C]=[C]/N([O])[O],[O]N=O;0.000000e+00;0.000000e+00;4.411168e+07;0
R51;S30 + S536 -> S324 + S520;C2H2N2O2 + NO2 -> HNO2 + C2HN2O2;N/[C]=[C]/N([O])[O],[O]N=O:ON=O,[O]N([C]=C=N)[O];3.925422e+07;1.184457e+07;9.254396e+07;4
R51*;S324 + S520 -> S30 + S536;HNO2 + C2HN2O2 -> C2H2N2O2 + NO2;ON=O,[O]N([C]=C=N)[O]:N/[C]=[C]/N([O])[O],[O]N=O;0.000000e+00;0.000000e+00;1.882590e+08;0
R52;S30 + S536 -> S361 + S483;C2H2N2O2 + NO2 -> H2 + C2N3O4;N/[C]=[C]/N([O])[O],[O]N=O:[H][H],[O]N(C(=C=[N])N([O])[O])[O];9.813555e+06;4.157349e+05;4.676324e+07;1
R52*;S361 + S483 -> S30 + S536;H2 + C2N3O4 -> C2H2N2O2 + NO2;[H][H],[O]N(C(=C=[N])N([O])[O])[O]:N/[C]=[C]/N([O])[O],[O]N=O;2.000000e+08;8.472667e+06;9.530336e+08;1
R53;S30 -> S26;C2H2N2O2 -> C2H2N2O2;N/[C]=[C]/N([O])[O]:N/[C]=C/1\ON1[O];2.091613e+09;8.860768e+07;9.966886e+09;1
R53*;S26 -> S30;C2H2N2O2 -> C2H2N2O2;N/[C]=C/1\ON1[O]:N/[C]=[C]/N([O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R54;S30 -> S74 + S536;C2H2N2O2 -> C2H2N + NO2;N/[C]=[C]/N([O])[O]:NC#[C],[O]N=O;8.366451e+09;2.524493e+09;1.972436e+10;4
R54*;S74 + S536 -> S30;C2H2N + NO2 -> C2H2N2O2;NC#[C],[O]N=O:N/[C]=[C]/N([O])[O];2.182833e+08;3.312455e+07;6.986400e+08;2
R55;S30 -> S360 + S528;C2H2N2O2 -> H + C2HN2O2;N/[C]=[C]/N([O])[O]:[H],[O]N1OC1=C=N;2.091613e+09;8.860768e+07;9.966886e+09;1
R55*;S360 + S528 -> S30;H + C2HN2O2 -> C2H2N2O2;[H],[O]N1OC1=C=N:N/[C]=[C]/N([O])[O];0.000000e+00;0.000000e+00;1.804030e+13;0
R56;S30 -> S361 + S521;C2H2N2O2 -> H2 + C2N2O2;N/[C]=[C]/N([O])[O]:[H][H],[O]N([C]=C=[N])[O];2.091613e+09;8.860768e+07;9.966886e+09;1
R56*;S361 + S521 -> S30;H2 + C2N2O2 -> C2H2N2O2;[H][H],[O]N([C]=C=[N])[O]:N/[C]=[C]/N([O])[O];0.000000e+00;0.000000e+00;1.283550e+09;0
R57;S30 -> S385;C2H2N2O2 -> C2H2N2O2;N/[C]=[C]/N([O])[O]:[NH]/C=[C]/N([O])[O];4.183225e+09;6.348056e+08;1.338888e+10;2
R57*;S385 -> S30;C2H2N2O2 -> C2H2N2O2;[NH]/C=[C]/N([O])[O]:N/[C]=[C]/N([O])[O];0.000000e+00;0.000000e+00;2.627835e+11;0
R58;S31 -> S240;C2HN3O2 -> C2HN3O2;N=C(C1=NO1)N=O:O=N/[C]=C(/N=O)\[NH];1.000000e+13;4.236333e+11;4.765168e+13;1
R58*;S240 -> S31;C2HN3O2 -> C2HN3O2;O=N/[C]=C(/N=O)\[NH]:N=C(C1=NO1)N=O;0.000000e+00;0.000000e+00;2.995732e+13;0
R59;S32 -> S64;C2H2N2O -> C2H2N2O;N=C1OC1=N:N=[C]O[C]=N;5.000000e+12;2.118167e+11;2.382584e+13;1
R59*;S64 -> S32;C2H2N2O -> C2H2N2O;N=[C]O[C]=N:N=C1OC1=N;0.000000e+00;0.000000e+00;0.000000e+00;0
R60;S33 -> S260 + S494;C4H4N7O8 -> C2HN3O3 + C2H3N4O5;N=C=C(N(OC(=N)C(N([O])[O])(N([O])[O])N)[O])N([O])[O]:O=NC(=C=N)N([O])[O],[O]N(C(C(=N)[O])(N([O])[O])N)[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R60*;S260 + S494 -> S33;C2HN3O3 + C2H3N4O5 -> C4H4N7O8;O=NC(=C=N)N([O])[O],[O]N(C(C(=N)[O])(N([O])[O])N)[O]:N=C=C(N(OC(=N)C(N([O])[O])(N([O])[O])N)[O])N([O])[O];0.000000e+00;0.000000e+00;9.111263e+10;0
R61;S35 + S74 + S536 -> S29 + S211;C2HN2O + C2H2N + NO2 -> C2H3N2O2 + C2N2O;N=C=C1[N]O1,NC#[C],[O]N=O:N/[C]=[C]/N([O])O,O1N=C1C#N;1.138642e+07;4.823666e+05;5.425819e+07;1
R61*;S29 + S211 -> S35 + S74 + S536;C2H3N2O2 + C2N2O -> C2HN2O + C2H2N + NO2;N/[C]=[C]/N([O])O,O1N=C1C#N:N=C=C1[N]O1,NC#[C],[O]N=O;0.000000e+00;0.000000e+00;3.110397e+11;0
R62;S35 + S82 -> S92 + S322;C2HN2O + C2H4N3O -> C2H3N3O + C2H2N2O;N=C=C1[N]O1,NC(=C1O[N]1)N:NC(=N)C1=NO1,ON=C=C=N;4.732788e+08;2.004967e+07;2.255253e+09;1
