Time_step  NO2
1000	1
2000	0
3000	0
4000	0
5000	0
6000	0
7000	0
8000	0
9000	0
10000	0
11000	0
12000	0
13000	0
14000	0
15000	0
16000	0
17000	0
18000	0
19000	0
20000	0
21000	0
22000	0
23000	0
24000	0
25000	0
26000	0
27000	0
28000	0
29000	0
30000	0
31000	0
32000	0
33000	0
34000	0
35000	0
36000	0
37000	1
38000	0
39000	0
40000	0
41000	0
42000	0
43000	0
44000	0
45000	0
46000	0
47000	0
48000	1
49000	0
50000	0
51000	0
52000	0
53000	1
54000	0
55000	0
56000	0
57000	0
58000	0
59000	0
60000	0
61000	0
62000	0
63000	1
64000	2
65000	0
66000	1
67000	0
68000	0
69000	0
70000	0
71000	0
72000	0
73000	0
74000	0
75000	0
76000	0
77000	0
78000	0
79000	2
80000	0
81000	1
82000	1
83000	0
84000	1
85000	1
86000	0
87000	0
88000	0
89000	0
90000	2
91000	0
92000	1
93000	0
94000	1
95000	0
96000	0
97000	0
98000	0
99000	1
100000	0
101000	0
102000	1
103000	1
104000	0
105000	0
106000	0
107000	0
108000	0
109000	1
110000	0
111000	0
112000	1
113000	0
114000	1
115000	0
116000	0
117000	0
118000	0
119000	0
120000	1
121000	0
122000	0
123000	1
124000	0
125000	0
126000	0
127000	0
128000	0
129000	0
130000	0
131000	0
132000	1
133000	1
134000	0
135000	0
136000	2
137000	0
138000	2
139000	0
140000	0
141000	1
142000	1
143000	0
144000	0
145000	0
146000	1
147000	0
148000	0
149000	1
150000	1
151000	0
152000	0
153000	0
154000	1
155000	0
156000	1
157000	0
158000	1
159000	0
160000	1
161000	0
162000	0
163000	0
164000	0
165000	1
166000	1
167000	0
168000	0
169000	0
170000	0
171000	0
172000	2
173000	0
174000	1
175000	1
176000	1
177000	1
178000	1
179000	1
180000	1
181000	1
182000	1
183000	1
184000	1
185000	1
186000	1
187000	3
188000	0
189000	0
190000	0
191000	0
192000	1
193000	0
194000	1
195000	0
196000	0
197000	2
198000	0
199000	2
200000	1
201000	1
202000	2
203000	1
204000	1
205000	2
206000	1
207000	1
208000	1
209000	2
210000	1
211000	3
212000	2
213000	2
214000	1
215000	1
216000	1
217000	2
218000	1
219000	1
220000	1
221000	2
222000	2
223000	2
224000	2
225000	2
226000	2
227000	3
228000	3
229000	3
230000	2
231000	2
232000	2
233000	2
234000	2
235000	2
236000	2
237000	3
238000	2
239000	2
240000	2
241000	2
242000	2
243000	2
244000	2
245000	2
246000	2
247000	3
248000	2
249000	2
250000	2
251000	3
252000	2
253000	2
254000	4
255000	2
256000	5
257000	2
258000	2
259000	2
260000	2
261000	3
262000	3
263000	2
264000	2
265000	2
266000	2
267000	2
268000	2
269000	2
270000	3
271000	2
272000	2
273000	3
274000	2
275000	3
276000	2
277000	2
278000	3
279000	2
280000	3
281000	3
282000	2
283000	2
284000	2
285000	3
286000	2
287000	2
288000	2
289000	2
290000	2
291000	2
292000	3
293000	2
294000	3
295000	3
296000	2
297000	2
298000	4
299000	2
300000	2
301000	2
302000	3
303000	2
304000	2
305000	2
306000	2
307000	2
308000	2
309000	2
310000	2
311000	3
312000	3
313000	3
314000	3
315000	4
316000	3
317000	3
318000	3
319000	4
320000	3
321000	4
322000	3
323000	3
324000	3
325000	3
326000	3
327000	4
328000	3
329000	4
330000	4
331000	3
332000	4
333000	5
334000	5
335000	6
336000	4
337000	6
338000	5
339000	4
340000	6
341000	4
342000	4
343000	4
344000	4
345000	4
346000	5
347000	5
348000	4
349000	5
350000	6
351000	4
352000	5
353000	4
354000	5
355000	4
356000	4
357000	4
358000	5
359000	4
360000	4
361000	4
362000	4
363000	4
364000	4
365000	4
366000	4
367000	5
368000	6
369000	5
370000	5
371000	5
372000	7
373000	4
374000	5
375000	5
376000	6
377000	5
378000	5
379000	5
380000	6
381000	5
382000	5
383000	5
384000	5
385000	6
386000	6
387000	5
388000	4
389000	5
390000	5
391000	5
392000	6
393000	5
394000	4
395000	4
396000	4
397000	5
398000	5
399000	5
400000	5
401000	5
402000	5
403000	5
404000	5
405000	5
406000	6
407000	5
408000	6
409000	4
410000	6
411000	4
412000	4
413000	4
414000	4
415000	4
416000	4
417000	5
418000	4
419000	4
420000	4
421000	4
422000	4
423000	4
424000	4
425000	4
426000	5
427000	6
428000	4
429000	4
430000	5
431000	4
432000	5
433000	5
434000	4
435000	5
436000	4
437000	5
438000	4
439000	4
440000	4
441000	5
442000	4
443000	6
444000	5
445000	5
446000	6
447000	5
448000	5
449000	4
450000	6
451000	5
452000	4
453000	5
454000	4
455000	4
456000	4
457000	5
458000	4
459000	5
460000	4
461000	4
462000	5
463000	4
464000	5
465000	5
466000	5
467000	5
468000	5
469000	5
470000	5
471000	6
472000	6
473000	5
474000	5
475000	6
476000	5
477000	6
478000	6
479000	6
480000	6
481000	6
482000	6
483000	7
484000	6
485000	6
486000	6
487000	6
488000	6
489000	6
490000	6
491000	6
492000	6
493000	6
494000	6
495000	7
496000	6
497000	7
498000	6
499000	6
500000	6
501000	6
502000	6
503000	6
504000	7
505000	6
506000	6
507000	7
508000	6
509000	6
510000	6
511000	9
512000	6
513000	6
514000	6
515000	7
516000	6
517000	6
518000	7
519000	6
520000	6
521000	6
522000	7
523000	6
524000	6
525000	6
526000	6
527000	6
528000	6
529000	6
530000	7
531000	6
532000	6
533000	6
534000	6
535000	6
536000	6
537000	7
538000	6
539000	6
540000	7
541000	6
542000	6
543000	6
544000	6
545000	6
546000	6
547000	7
548000	7
549000	6
550000	6
551000	7
552000	7
553000	6
554000	6
555000	6
556000	6
557000	8
558000	7
559000	7
560000	7
561000	7
562000	7
563000	8
564000	7
565000	7
566000	7
567000	7
568000	6
569000	8
570000	7
571000	7
572000	7
573000	6
574000	6
575000	6
576000	6
577000	6
578000	7
579000	7
580000	7
581000	8
582000	6
583000	6
584000	8
585000	6
586000	7
587000	7
588000	7
589000	7
590000	7
