R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R52*;S53 + S78 -> S43;C6H6N10O10 + C6H6N14O14 -> C12H12N24O24;[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;9.020150e+12;0
R53;S44 -> S82;C6H6N14O14 -> C6H6N14O14;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H](N(N([O])[O])[N]N([O])[O])[C@H](N(N([O])[O])/C=C/[N]N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R53*;S82 -> S44;C6H6N14O14 -> C6H6N14O14;[O]N([N][C@H](N(N([O])[O])[N]N([O])[O])[C@H](N(N([O])[O])/C=C/[N]N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R54;S45 -> S46;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H]1N2N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O];6.849315e+10;2.901598e+09;3.263814e+11;1
R54*;S46 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H]1N2N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R55;S45 -> S66;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O];6.849315e+10;2.901598e+09;3.263814e+11;1
R55*;S66 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R56;S45 -> S91;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]([N]N([O])[O])[C@H]2N([C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O];6.849315e+10;2.901598e+09;3.263814e+11;1
R56*;S91 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]([N]N([O])[O])[C@H]2N([C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.010559e+11;0
R57;S46 -> S88;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H]1N2N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R57*;S88 -> S46;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H]1N2N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.367914e+11;0
R58;S49 -> S25;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN(N2N([O])[O])N([O])[O])N([O])[O])[O];1.149425e+11;4.869349e+09;5.477205e+11;1
R58*;S25 -> S49;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN(N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.202744e+11;0
R59;S49 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];1.149425e+11;4.869349e+09;5.477205e+11;1
R59*;S96 -> S49;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.140181e+10;0
R60;S50 -> S14;C6H6N12O11 -> C6H6N12O11;[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[N]=N[C@H]([C@H]1N(N([O])[O])[C@H]([CH]N1N([O])[O])N(N([O])[O])/C=C\[N]N([O])[O])N(N([O])[O])[O];1.250000e+12;1.896878e+11;4.000764e+12;2
R60*;S14 -> S50;C6H6N12O11 -> C6H6N12O11;[N]=N[C@H]([C@H]1N(N([O])[O])[C@H]([CH]N1N([O])[O])N(N([O])[O])/C=C\[N]N([O])[O])N(N([O])[O])[O]:[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;7.489331e+12;0
R61;S50 -> S79;C6H6N12O11 -> C6H6N12O11;[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N([N]O[N]/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];6.250000e+11;2.647708e+10;2.978230e+12;1
R61*;S79 -> S50;C6H6N12O11 -> C6H6N12O11;[O]N([N]O[N]/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R62;S51 -> S73;C6H6N10O11 -> C6H6N10O11;[O]N(N1[C@H]([CH]N(N([O])[O])[O])N([C@H]2[C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])[CH]N(N([O])[O])[O])N([O])[O])N([O])[O])[O];1.063830e+11;4.506738e+09;5.069328e+11;1
R62*;S73 -> S51;C6H6N10O11 -> C6H6N10O11;[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])[CH]N(N([O])[O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]([CH]N(N([O])[O])[O])N([C@H]2[C@H]1N(C=CN2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R63;S52 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];3.159957e+08;1.338663e+07;1.505773e+09;1
R63*;S32 -> S52;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.744665e+10;0
R64;S52 -> S49;C6H6N12O12 -> C6H6N12O12;[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];3.159957e+08;1.338663e+07;1.505773e+09;1
R64*;S49 -> S52;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[CH]N([C@H]1N(N([O])[O])[C@H](N([C@H]1[N]N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.443370e+11;0
R65;S52 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];3.475953e+09;1.795072e+09;5.975096e+09;11
R65*;S96 -> S52;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.140181e+10;0
R66;S52 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];3.791948e+09;2.020919e+09;6.380500e+09;12
R66*;S97 -> S52;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.335358e+10;0
R67;S53 + S78 -> S55;C6H6N10O10 + C6H6N14O14 -> C12H12N24O24;[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];3.011000e+12;1.275560e+11;1.434792e+13;1
R67*;S55 -> S53 + S78;C12H12N24O24 -> C6H6N10O10 + C6H6N14O14;[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.373898e+11;0
R68;S54 -> S50;C6H6N12O11 -> C6H6N12O11;[O]N(N1[C@H]2[CH]N([C@H]3[C@H]1N(N([O])[O])[C@H](N3N([O])[O])/C=N/[N]ON2N([O])[O])N([O])[O])[O]:[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R68*;S50 -> S54;C6H6N12O11 -> C6H6N12O11;[O]N(N1ON=N[C@H]1[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[CH]N([C@H]3[C@H]1N(N([O])[O])[C@H](N3N([O])[O])/C=N/[N]ON2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.872333e+12;0
R69;S55 -> S29;C12H12N24O24 -> C12H12N24O24;[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];4.255319e+11;6.457459e+10;1.361962e+12;2
R69*;S29 -> S55;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];2.040816e+11;8.645578e+09;9.724833e+11;1
R70;S55 -> S31;C12H12N24O24 -> C12H12N24O24;[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];2.127660e+11;9.013475e+09;1.013866e+12;1
R70*;S31 -> S55;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.992887e+12;0
R71;S56 -> S61;C6H6N13O14 -> C6H6N13O14;[O]N(ON(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])[N]N([O])[O])[O])[O]:[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R71*;S61 -> S56;C6H6N13O14 -> C6H6N13O14;[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(ON(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])[N]N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.723393e+12;0
R72;S57 + S70 -> S63;C16H16N31O30 + C2H2N4O4 -> C18H18N35O34;[O]N(ON([C@H]1C=N[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])[N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O],[O]N([N]/C=C/[N]N([O])[O])[O]:[O]N([N]/C=C/N([C@H](N([C@H](N(N([C@H]1[C@H](N(N([O])[O])/C=C/[N]N(ON([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O];1.204400e+12;5.102240e+10;5.739169e+12;1
R72*;S63 -> S57 + S70;C18H18N35O34 -> C16H16N31O30 + C2H2N4O4;[O]N([N]/C=C/N([C@H](N([C@H](N(N([C@H]1[C@H](N(N([O])[O])/C=C/[N]N(ON([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])[O]:[O]N(ON([C@H]1C=N[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])[N]/C=C/N([C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O],[O]N([N]/C=C/[N]N([O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R73;S58 -> S95 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R73*;S95 + S106 -> S58;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;9.746245e+09;0
R74;S59 -> S61;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];1.000000e+12;4.236333e+10;4.765168e+12;1
R74*;S61 -> S59;C6H6N13O14 -> C6H6N13O14;[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.723393e+12;0
R75;S59 -> S84;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N([N][C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N(ON([O])[O])[O])[O];1.000000e+12;4.236333e+10;4.765168e+12;1
R75*;S84 -> S59;C6H6N13O14 -> C6H6N13O14;[O]N([N][C@H]([C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N(ON([O])[O])[O])[O]:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R76;S60 -> S56;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(ON(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])[N]N([O])[O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R76*;S56 -> S60;C6H6N13O14 -> C6H6N13O14;[O]N(ON(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])[N]N([O])[O])[O])[O]:[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R77;S60 -> S59;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R77*;S59 -> S60;C6H6N13O14 -> C6H6N13O14;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+12;0
R78;S61 -> S54 + S103;C6H6N13O14 -> C6H6N12O11 + NO3;[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[CH]N([C@H]3[C@H]1N(N([O])[O])[C@H](N3N([O])[O])/C=N/[N]ON2N([O])[O])N([O])[O])[O],[O]N([O])[O];9.090909e+11;3.851212e+10;4.331971e+12;1
R78*;S54 + S103 -> S61;C6H6N12O11 + NO3 -> C6H6N13O14;[O]N(N1[C@H]2[CH]N([C@H]3[C@H]1N(N([O])[O])[C@H](N3N([O])[O])/C=N/[N]ON2N([O])[O])N([O])[O])[O],[O]N([O])[O]:[O]N(ON1[N][C@H](N(O1)N([O])[O])[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.804030e+13;0
