R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R29;S26 + S82 -> S68;C6H6N10O10 + C6H6N14O14 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])[N]N([O])[O])[C@H](N(N([O])[O])/C=C/[N]N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O]:[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H](N([C@H]2[CH]N([C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O];6.022000e+12;2.551120e+11;2.869584e+13;1
R29*;S68 -> S26 + S82;C12H12N24O24 -> C6H6N10O10 + C6H6N14O14;[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H](N([C@H]2[CH]N([C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[O],[O]N([N][C@H](N(N([O])[O])[N]N([O])[O])[C@H](N(N([O])[O])/C=C/[N]N([O])[O])N(N([O])[O])/C=C/[N]N([O])[O])[O];0.000000e+00;0.000000e+00;2.304409e+12;0
R30;S27 -> S2 + S35;C6H6N11O11 -> N2O3 + C6H6N9O8;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)N(N([O])[O])[O])[O]:O=NN([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])[N]C=CN2N([O])[O])[O];8.333333e+11;3.530278e+10;3.970974e+12;1
R30*;S2 + S35 -> S27;N2O3 + C6H6N9O8 -> C6H6N11O11;O=NN([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])[N]C=CN2N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)N(N([O])[O])[O])[O];0.000000e+00;0.000000e+00;4.000066e+10;0
R31;S28 + S52 -> S34;C6H6N11O10 + C6H6N12O12 -> C12H12N23O22;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N=C[C@H](N2N([O])[O])N(N([O])[O])ON(N1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O])[O])[O];1.520707e+08;6.442222e+06;7.246425e+08;1
R31*;S34 -> S28 + S52;C12H12N23O22 -> C6H6N11O10 + C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N=C[C@H](N2N([O])[O])N(N([O])[O])ON(N1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R32;S28 -> S90;C6H6N11O10 -> C6H6N11O10;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O];1.845018e+10;7.816113e+08;8.791823e+10;1
R32*;S90 -> S28;C6H6N11O10 -> C6H6N11O10;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1[N]/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O];0.000000e+00;0.000000e+00;1.058563e+11;0
R33;S29 -> S23;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H](N(N([C@H]1[C@H]2N(C=CN([C@H]([C@H](N1N([O])[O])N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O];2.040816e+11;8.645578e+09;9.724833e+11;1
R33*;S23 -> S29;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H](N(N([C@H]1[C@H]2N(C=CN([C@H]([C@H](N1N([O])[O])N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R34;S29 -> S53 + S78;C12H12N24O24 -> C6H6N10O10 + C6H6N14O14;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];2.040816e+11;8.645578e+09;9.724833e+11;1
R34*;S53 + S78 -> S29;C6H6N10O10 + C6H6N14O14 -> C12H12N24O24;[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;9.020150e+12;0
R35;S30 + S53 -> S55;C6H6N14O14 + C6H6N10O10 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])[N]N([O])[O])[O],[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];1.003667e+12;4.251867e+10;4.782641e+12;1
R35*;S55 -> S30 + S53;C12H12N24O24 -> C6H6N14O14 + C6H6N10O10;[O]N(N1[CH][C@H]2N([C@H]1[C@H]1N([C@H](N2N([O])[O])[C@H](N1N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([O])[O])[N]N([O])[O])[O],[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.373898e+11;0
R36;S31 -> S43;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];1.666667e+12;7.060556e+10;7.941947e+12;1
R36*;S43 -> S31;C12H12N24O24 -> C12H12N24O24;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R37;S31 -> S69 + S106;C12H12N24O24 -> C12H12N23O22 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O;1.666667e+12;7.060556e+10;7.941947e+12;1
R37*;S69 + S106 -> S31;C12H12N23O22 + NO2 -> C12H12N24O24;[O]N([N]/C=C/N([C@H]1[C@H](N(N([C@H]2C=N[C@H]3[C@H](N2N([O])[O])N(N([O])[O])[C@H](N3N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])N(N([C@H]1[C@H]2N([C@H](N1N([O])[O])[CH]N([C@H](N2N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.510075e+12;0
R38;S32 + S52 -> S29;C6H6N12O12 + C6H6N12O12 -> C12H12N24O24;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];1.014539e+08;4.297926e+06;4.834450e+08;1
R38*;S29 -> S32 + S52;C12H12N24O24 -> C6H6N12O12 + C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H]([CH]N2N([O])[O])N(N([C@H]1[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]([C@H](N1N([O])[O])N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N(N1[C@H]2[C@H]3N([C@H]4N([C@H]1[C@H](N2N([O])[O])N([C@H]4N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.113739e+11;0
R39;S32 -> S28 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O;3.750000e+10;8.906261e+09;9.935370e+10;3
R39*;S28 + S106 -> S32;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;5.808210e+09;0
R40;S32 -> S36;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];1.250000e+10;5.295417e+08;5.956460e+10;1
R40*;S36 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R41;S32 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];1.250000e+10;5.295417e+08;5.956460e+10;1
R41*;S45 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.051871e+11;0
R42;S32 -> S92 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O;1.250000e+10;5.295417e+08;5.956460e+10;1
R42*;S92 + S106 -> S32;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.744710e+10;0
R43;S32 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];1.250000e+10;5.295417e+08;5.956460e+10;1
R43*;S97 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];1.447178e+10;6.130728e+08;6.896047e+10;1
R44;S33 -> S2 + S4;C6H6N12O12 -> N2O3 + C6H6N10O9;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N1N([O])ON([C@H]1[CH]N2N([O])[O])N([O])[O])[O]:O=NN([O])[O],O=NN1C=CN([C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R44*;S2 + S4 -> S33;N2O3 + C6H6N10O9 -> C6H6N12O12;O=NN([O])[O],O=NN1C=CN([C@H]2[C@H]1N(N([O])[O])[C@H](N2N([O])[O])/C=N/N([O])[O])N([O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N1N([O])ON([C@H]1[CH]N2N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.921804e+10;0
R45;S34 -> S5 + S27;C12H12N23O22 -> C6H6N12O11 + C6H6N11O11;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N=C[C@H](N2N([O])[O])N(N([O])[O])ON(N1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:O=NN1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)N(N([O])[O])[O])[O];5.000000e+12;2.118167e+11;2.382584e+13;1
R45*;S5 + S27 -> S34;C6H6N12O11 + C6H6N11O11 -> C12H12N23O22;O=NN1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O],[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)N(N([O])[O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N=C[C@H](N2N([O])[O])N(N([O])[O])ON(N1[C@H]2[C@H]3N([C@H](N2N([O])[O])[C@H]2N([C@H]1[C@H](N3N([O])[O])N2N([O])[O])N([O])[O])N([O])[O])[O])[O];0.000000e+00;0.000000e+00;1.503358e+12;0
R46;S36 -> S28 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O;1.000000e+13;4.236333e+11;4.765168e+13;1
R46*;S28 + S106 -> S36;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N(N([O])[O])[C@H](C=N2)[N]N([O])[O])[O],[O]N=O:[O]N(/N=C\[C@H](N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])[N]N([O])[O])[O];0.000000e+00;0.000000e+00;5.808210e+09;0
R47;S38 -> S2 + S8;C6H6N12O12 -> N2O3 + C6H6N10O9;[O]N(/N=C\[C@H]1N(C=CN([C@H](N1N([O])[O])[C@H]1[N]N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O]:O=NN([O])[O],O=N[N]/C=C/N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N\N([O])[O])N([O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R47*;S2 + S8 -> S38;N2O3 + C6H6N10O9 -> C6H6N12O12;O=NN([O])[O],O=N[N]/C=C/N([C@H](N(N([O])[O])/C=C/[N]N([O])[O])/C=N\N([O])[O])N([O])[O]:[O]N(/N=C\[C@H]1N(C=CN([C@H](N1N([O])[O])[C@H]1[N]N(ON1N([O])[O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;6.013433e+11;0
R48;S40 -> S18 + S72;C6H6N12O12 -> N2O2 + C6H6N10O10;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[N]N([O])[O],[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O];1.666667e+11;7.060556e+09;7.941947e+11;1
R48*;S18 + S72 -> S40;N2O2 + C6H6N10O10 -> C6H6N12O12;[N]N([O])[O],[O]N([N]/C=C\N([C@H]1[CH]N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.804030e+13;0
R49;S40 -> S42 + S70;C6H6N12O12 -> C4H4N8O8 + C2H2N4O4;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O];1.666667e+11;7.060556e+09;7.941947e+11;1
R49*;S42 + S70 -> S40;C4H4N8O8 + C2H2N4O4 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.804030e+13;0
R50;S41 -> S37;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H](N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(C=CN(N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];2.941176e+11;1.245980e+10;1.401520e+12;1
R50*;S37 -> S41;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N(C=CN(N([C@H](N1N([O])[O])/C=N/N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H](N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])[N]N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.731637e+11;0
R51;S42 + S70 -> S67;C4H4N8O8 + C2H2N4O4 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O]:[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N\N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O];6.022000e+12;2.551120e+11;2.869584e+13;1
R51*;S67 -> S42 + S70;C6H6N12O12 -> C4H4N8O8 + C2H2N4O4;[O]N([N]/C=C/N([C@H](N([C@H]([N]N([O])[O])/C=N\N([O])[O])N([O])[O])/C=N\N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H](N1N([O])[O])[N]N([O])[O])N([O])[O])[O],[O]N([N]/C=C/[N]N([O])[O])[O];0.000000e+00;0.000000e+00;4.831826e+11;0
R52;S43 -> S53 + S78;C12H12N24O24 -> C6H6N10O10 + C6H6N14O14;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N(N([C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(N1[C@H]2[CH]N([C@H](N2N([O])[O])[C@H]2N([C@H]1[CH]N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N([N]N([C@H]1[C@H]2N([CH][C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
