R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R33;S34 -> S16 + S29;C10H11N9O12 -> C3H6N6O5 + C7H5N3O7;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])O[C@]1([CH]C(=CC(=C1C)N([O])[O])N([O])[O])N([O])[O]:O=NN1CN(CN(C1)N([O])[O])N([O])[O],[O]N(C1=CC(=C([C@]([CH]1)([O])N([O])[O])C)N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R33*;S16 + S29 -> S34;C3H6N6O5 + C7H5N3O7 -> C10H11N9O12;O=NN1CN(CN(C1)N([O])[O])N([O])[O],[O]N(C1=CC(=C([C@]([CH]1)([O])N([O])[O])C)N([O])[O])[O]:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])O[C@]1([CH]C(=CC(=C1C)N([O])[O])N([O])[O])N([O])[O];0.000000e+00;0.000000e+00;3.340796e+11;0
R34;S35 + S39 -> S33;C3H6N6O6 + C3H6N5O4 -> C6H12N11O10;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N(N1C[N]CN(C1)N([O])[O])[O]:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])ON1CN(CN(C1)N([O])[O])N([O])[O];4.109444e+06;1.740898e+05;1.958219e+07;1
R34*;S33 -> S35 + S39;C6H12N11O10 -> C3H6N6O6 + C3H6N5O4;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])ON1CN(CN(C1)N([O])[O])N([O])[O]:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N(N1C[N]CN(C1)N([O])[O])[O];0.000000e+00;0.000000e+00;2.995732e+13;0
R35;S35 + S54 -> S42;C3H6N6O6 + NO2 -> C3H6N7O8;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O:[O]N(ON(N1CN(CN(C1)N([O])[O])N([O])[O])[O])[O];1.780322e+06;7.542036e+04;8.483532e+06;1
R35*;S42 -> S35 + S54;C3H6N7O8 -> C3H6N6O6 + NO2;[O]N(ON(N1CN(CN(C1)N([O])[O])N([O])[O])[O])[O]:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;1.497866e+13;0
R36;S35 + S54 -> S43 + S54;C3H6N6O6 + NO2 -> C3H6N6O6 + NO2;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O:[O]N(ON(N1C[N]CN(C1)N([O])[O])[O])[O],[O]N=O;1.780322e+06;7.542036e+04;8.483532e+06;1
R36*;S43 + S54 -> S35 + S54;C3H6N6O6 + NO2 -> C3H6N6O6 + NO2;[O]N(ON(N1C[N]CN(C1)N([O])[O])[O])[O],[O]N=O:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;2.342896e+11;0
R37;S35 + S54 -> S48 + S54 + S55;C3H6N6O6 + NO2 -> C3H5N5O4 + NO2 + HNO2;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O:[O]N([N]/C=N\CN(N([O])[O])[CH2])[O],[O]N=O,[O]N[O];1.780322e+06;7.542036e+04;8.483532e+06;1
R37*;S48 + S54 + S55 -> S35 + S54;C3H5N5O4 + NO2 + HNO2 -> C3H6N6O6 + NO2;[O]N([N]/C=N\CN(N([O])[O])[CH2])[O],[O]N=O,[O]N[O]:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;2.361711e+11;0
R38;S35 -> S4 + S54;C3H6N6O6 -> C3H6N5O4 + NO2;[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O]:C=NCN(N([O])[O])C[N]N([O])[O],[O]N=O;2.414963e+08;3.664713e+07;7.729358e+08;2
R38*;S4 + S54 -> S35;C3H6N5O4 + NO2 -> C3H6N6O6;C=NCN(N([O])[O])C[N]N([O])[O],[O]N=O:[O]N(N1CN(CN(C1)N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.427186e+08;0
