# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
21000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
22000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
23000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
24000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
25000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
26000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
27000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
28000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
29000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
30000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
31000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
32000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
33000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
34000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
35000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
36000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
37000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
38000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H12C6N12O12	
39000        383          3	 192	 190	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
40000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
41000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
42000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
43000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
44000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
45000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
46000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
47000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
48000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
49000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
50000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
51000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
52000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
53000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
54000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
55000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
56000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
57000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
58000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H6C3N6O6	
59000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
60000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
61000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	
62000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N6O7	H6C3N6O5	
63000        384          4	 192	 190	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	
64000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
65000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
66000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
67000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
68000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	
69000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
70000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H12C6N12O12	
71000        383          3	 192	 190	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
72000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
73000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
74000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	
75000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	
76000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
77000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H3C3NO2	H2C4N2O4	H5C7N3O6	H6C3N6O6	
78000        385          4	 1	 1	 191	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C6N2O4	CNO2	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N6O5	H6C3N6O7	
79000        387          9	 190	 1	 1	 1	 2	 189	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
80000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	
81000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H6C3N6O6	
82000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
83000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	
84000        384          2	 192	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	
85000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	
86000        385          4	 191	 1	 1	 192	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
87000        385          4	 192	 191	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
88000        386          4	 192	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
89000        386          4	 192	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	
90000        388          6	 191	 1	 1	 189	 3	 3	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	
91000        387          6	 191	 1	 1	 190	 2	 2	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	
92000        388          4	 192	 188	 4	 4	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
93000        390          6	 192	 186	 5	 5	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C2	H2C5N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	H5C3N5O4	HNO2	
94000        396         11	 188	 2	 9	 1	 1	 1	 1	 184	 7	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
95000        391          6	 192	 185	 6	 6	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H5C3N5O4	HNO2	
96000        393          7	 191	 1	 8	 184	 7	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N4O2	HNO2	
97000        393          6	 192	 184	 7	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
98000        392          6	 192	 184	 7	 7	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
99000        395         10	 190	 1	 1	 1	 1	 183	 8	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	H5C3N5O4	HNO2	
100000        395          9	 190	 1	 9	 1	 1	 183	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
101000        394          8	 191	 1	 1	 183	 8	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
102000        393          6	 192	 183	 8	 8	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
103000        395          8	 191	 1	 1	 182	 9	 9	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
104000        397          8	 191	 1	 1	 180	 11	 11	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
105000        397          8	 191	 1	 1	 180	 11	 11	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
106000        395          6	 192	 181	 10	 10	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
107000        395          6	 192	 181	 10	 10	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
108000        396          8	 191	 1	 1	 181	 10	 10	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
109000        397          8	 191	 1	 1	 180	 11	 11	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H5C3N5O4	HNO2	
110000        396          7	 191	 1	 11	 181	 10	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
111000        398         10	 189	 2	 2	 1	 1	 181	 10	 10	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H5C3N5O4	HNO2	
112000        397          7	 191	 1	 12	 180	 11	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	H12C6N12O12	H5C3N5O4	HNO2	
113000        397         10	 190	 1	 12	 1	 1	 178	 11	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
114000        397          8	 191	 1	 1	 180	 11	 11	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
115000        398          8	 191	 1	 1	 179	 12	 12	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
116000        399          8	 191	 1	 1	 178	 13	 13	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
117000        399          6	 192	 177	 14	 14	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
118000        399          6	 192	 177	 14	 14	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
119000        400          8	 191	 1	 1	 177	 14	 14	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H12C6N12O12	H5C3N5O4	HNO2	
120000        399          7	 192	 174	 15	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H5C3N5O4	HNO2	
121000        399          6	 192	 177	 14	 14	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
122000        400          7	 192	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
123000        401          9	 191	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
124000        400          7	 192	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
125000        401          9	 191	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
126000        401          9	 191	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
127000        402          9	 191	 1	 1	 176	 14	 16	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	H6C3N4O2	H5C3N5O4	HNO2	
128000        402         10	 190	 1	 16	 1	 1	 177	 13	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
129000        402          7	 192	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
130000        401          9	 191	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
131000        402          9	 191	 1	 1	 176	 14	 16	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
132000        401          9	 191	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
133000        400          7	 192	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N3O5	H5C7N3O7	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
134000        400          9	 190	 1	 1	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H4C6N3O6	HC	H5C7N2O4	NO2	H4C5N2O4	HC2NO2	H10C14N6O12	H6C3N6O6	H6C3N5O4	H6C3N4O2	H5C3N5O4	HNO2	
135000        404         15	 186	 1	 1	 1	 1	 1	 17	 1	 1	 1	 176	 14	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C6N2O4	CNO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
136000        402          9	 191	 1	 1	 176	 14	 16	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
137000        400          7	 192	 177	 13	 15	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
138000        401          7	 192	 176	 14	 16	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
139000        403          9	 191	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H12C6N10O8	H5C3N5O4	HNO2	
140000        402          9	 191	 1	 1	 174	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
141000        403          9	 191	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
142000        404         11	 190	 1	 1	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
143000        403          9	 191	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C7N3O6	H6C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
144000        403         11	 189	 1	 1	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
145000        403          9	 191	 1	 1	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
146000        402          7	 192	 175	 15	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N6O5	H6C3N6O7	H6C3N4O2	H5C3N5O4	HNO2	
147000        405         10	 190	 2	 20	 172	 16	 1	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H12C6N11O10	H6C3N4O2	H6C3N6O5	H6C3N6O7	H5C3N5O4	HNO2	
148000        405         13	 190	 1	 1	 1	 20	 170	 16	 1	 1	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	H5C3N5O4	HNO2	
149000        405          8	 191	 1	 20	 173	 17	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
150000        405          9	 191	 1	 1	 173	 17	 19	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
151000        406          9	 191	 1	 1	 172	 18	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
152000        405          9	 191	 1	 1	 173	 17	 19	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
153000        406          9	 191	 1	 1	 172	 18	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
154000        406          9	 191	 1	 1	 172	 18	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
155000        405          7	 192	 172	 18	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H3C3NO2	H2C4N2O4	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
156000        410         13	 188	 2	 2	 1	 1	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
157000        407          9	 191	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C5N2O4	HC2NO2	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
158000        407          9	 191	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H11C10N9O12	H5C7N2O4	NO2	H6C3N6O6	H6C3N5O4	H6C3N4O2	H5C3N5O4	HNO2	
159000        407          9	 190	 1	 1	 23	 169	 20	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
160000        408          9	 190	 2	 2	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C3NO2	H2C4N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
161000        407          9	 191	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
162000        407          9	 191	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C2	H2C5N3O6	H6C3N6O6	H6C3N5O4	NO2	H12C6N11O10	H6C3N4O2	H5C3N5O4	HNO2	
163000        406         10	 191	 1	 1	 170	 18	 21	 1	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H3C4N2O4	H2C3NO2	H4C6N3O6	HC	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
164000        408         11	 190	 1	 1	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H4C4NO2	HC3N2O4	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
165000        407          9	 191	 1	 1	 171	 19	 21	 1	 1	 1	
# Timestep     No_Moles     No_Specs     H5C7N3O6	H6C3N6O6	H6C3N5O4	NO2	H6C3N4O2	H5C3N5O4	HNO2	
166000        406          7	 192	 171	 19	 21	 1	 1	 1	
