Time_step  NO2
1000	0
2000	0
3000	0
4000	0
5000	0
6000	0
7000	0
8000	0
9000	0
10000	0
11000	0
12000	0
13000	0
14000	1
15000	0
16000	1
17000	0
18000	0
19000	0
20000	0
21000	0
22000	0
23000	0
24000	1
25000	0
26000	0
27000	0
28000	0
29000	0
30000	0
31000	0
32000	0
33000	0
34000	0
35000	0
36000	0
37000	0
38000	0
39000	1
40000	0
41000	0
42000	0
43000	0
44000	0
45000	0
46000	0
47000	0
48000	0
49000	0
50000	1
51000	0
52000	1
53000	0
54000	0
55000	0
56000	0
57000	0
58000	0
59000	0
60000	0
61000	0
62000	0
63000	0
64000	0
65000	0
66000	2
67000	0
68000	0
69000	0
70000	0
71000	0
72000	0
73000	0
74000	0
75000	0
76000	0
77000	0
78000	0
79000	0
80000	0
81000	0
82000	1
83000	0
84000	1
85000	0
86000	0
87000	1
88000	0
89000	1
90000	0
91000	0
92000	0
93000	1
94000	0
95000	2
96000	0
97000	1
98000	3
99000	0
100000	1
101000	0
102000	0
103000	2
104000	0
105000	1
106000	1
107000	0
108000	0
109000	2
110000	1
111000	2
112000	2
113000	1
114000	0
115000	2
116000	0
117000	1
118000	0
119000	0
120000	0
121000	0
122000	1
123000	3
124000	1
125000	0
126000	0
127000	0
128000	1
129000	0
130000	4
131000	0
132000	2
133000	4
134000	1
135000	1
136000	2
137000	3
138000	2
139000	2
140000	2
141000	3
142000	3
143000	8
144000	5
145000	5
146000	7
147000	7
148000	9
149000	9
150000	12
151000	13
152000	14
153000	14
154000	13
155000	17
156000	17
157000	19
158000	22
159000	24
160000	24
161000	28
162000	28
163000	31
164000	31
165000	37
166000	34
167000	35
168000	38
169000	39
170000	39
171000	42
172000	44
173000	48
174000	46
175000	49
176000	53
177000	54
178000	59
179000	60
180000	56
181000	62
182000	64
183000	66
184000	67
185000	72
186000	72
187000	73
188000	77
189000	82
190000	87
191000	88
192000	89
193000	94
194000	93
195000	100
196000	100
197000	102
198000	103
199000	102
200000	110
201000	107
202000	114
203000	113
204000	113
205000	118
206000	117
207000	120
208000	120
209000	126
210000	125
211000	126
212000	128
213000	133
214000	134
215000	137
216000	137
217000	138
218000	139
219000	142
220000	142
221000	146
222000	149
223000	148
224000	147
225000	150
226000	149
227000	150
228000	154
229000	155
230000	156
231000	163
232000	164
233000	163
234000	167
235000	166
236000	170
237000	172
238000	174
239000	177
240000	181
241000	179
242000	184
243000	186
244000	192
245000	197
246000	198
247000	202
248000	202
249000	203
250000	207
251000	208
252000	207
253000	208
254000	212
255000	214
256000	214
257000	216
258000	216
259000	219
260000	221
261000	222
262000	227
263000	223
264000	226
265000	226
266000	228
267000	230
268000	234
269000	236
270000	233
271000	236
272000	240
273000	244
274000	243
275000	250
276000	249
277000	253
278000	253
279000	256
280000	257
281000	258
282000	259
283000	262
284000	262
285000	267
286000	266
287000	266
288000	268
289000	272
290000	275
